"PART_ID","CNTR_CD","TELP_NUM","STRT_VALD_DTTM","END_VALD_DTTM","EXEC_ID"
12459,,"+336##0389232","1998-06-23 08:48:41.0","1998-06-23 08:48:41.0",12
6892,,"+336##0474255","2009-06-07 05:33:49.0","2009-06-07 05:33:49.0",12
9910,,"+336##0035121","2023-11-24 05:39:03.0","2023-11-24 05:39:03.0",12
4343,,"+336##0916686","2022-10-10 17:26:48.0","2022-10-10 17:26:48.0",12
12928,,"+336##0028373","2000-07-14 11:17:27.0","2000-07-14 11:17:27.0",12
7361,,"+336##0957815","2008-07-07 10:38:58.0","2008-07-07 10:38:58.0",12
10379,,"+336##0491575","2022-02-24 15:47:11.0","2022-02-24 15:47:11.0",12
4812,,"+336##0067249","2005-08-01 18:26:08.0","2005-08-01 18:26:08.0",12
7830,,"+336##0847720","2001-02-05 09:36:22.0","2001-02-05 09:36:22.0",12
2263,,"+336##0241886","2006-07-25 14:34:51.0","2006-07-25 14:34:51.0",12
5281,,"+336##0945230","2011-01-08 01:34:31.0","2011-01-08 01:34:31.0",12
8299,,"+336##0060742","2018-06-07 07:58:06.0","2018-06-07 07:58:06.0",12
2732,,"+336##0872996","2020-04-26 20:52:09.0","2020-04-26 20:52:09.0",12
5750,,"+336##0764704","2020-04-16 08:28:04.0","2020-04-16 08:28:04.0",12
183,,"+336##0615768","2003-10-02 21:58:42.0","2003-10-02 21:58:42.0",12
3201,,"+336##0190529","2009-03-22 12:07:51.0","2009-03-22 12:07:51.0",12
652,,"+336##0069096","1999-02-11 22:25:53.0","1999-02-11 22:25:53.0",12
1121,,"+336##0943970","2018-05-10 11:54:58.0","2018-05-10 11:54:58.0",12
10175,,"+336##0109114","2017-10-12 12:21:02.0","2017-10-12 12:21:02.0",12
13193,,"+336##0835271","2020-05-27 14:13:22.0","2020-05-27 14:13:22.0",12
10644,,"+336##0549314","2022-05-01 16:38:10.0","2022-05-01 16:38:10.0",12
13662,,"+336##0034760","2004-03-18 08:01:53.0","2004-03-18 08:01:53.0",12
8095,,"+336##0201008","2000-10-07 20:45:52.0","2000-10-07 20:45:52.0",12
11113,,"+336##0282868","2019-10-11 17:23:56.0","2019-10-11 17:23:56.0",12
5546,,"+336##0494981","2010-11-21 01:18:53.0","2010-11-21 01:18:53.0",12
14131,,"+336##0675641","2016-11-09 09:44:22.0","2016-11-09 09:44:22.0",12
8564,,"+336##0130635","1998-07-15 17:36:21.0","1998-07-15 17:36:21.0",12
2997,,"+336##0533150","2021-07-23 18:57:58.0","2021-07-23 18:57:58.0",12
11582,,"+336##0365067","2003-03-20 21:35:13.0","2003-03-20 21:35:13.0",12
6015,,"+336##0568484","1997-05-08 22:51:30.0","1997-05-08 22:51:30.0",12
9033,,"+336##0896760","2023-05-03 11:40:44.0","2023-05-03 11:40:44.0",12
3466,,"+336##0351586","1998-03-09 17:25:46.0","1998-03-09 17:25:46.0",12
6484,,"+336##0342194","2015-04-19 21:16:44.0","2015-04-19 21:16:44.0",12
917,,"+336##0782674","2009-02-22 09:47:31.0","2009-02-22 09:47:31.0",12
3935,,"+336##0938903","1997-09-21 11:48:42.0","1997-09-21 11:48:42.0",12
6953,,"+336##0324826","2009-03-21 08:54:52.0","2009-03-21 08:54:52.0",12
1386,,"+336##0444475","2002-07-16 18:44:05.0","2002-07-16 18:44:05.0",12
4404,,"+336##0750858","2019-08-21 11:12:57.0","2019-08-21 11:12:57.0",12
1855,,"+336##0012983","2022-08-06 13:31:12.0","2022-08-06 13:31:12.0",12
13927,,"+336##0418119","2000-04-23 22:44:18.0","2000-04-23 22:44:18.0",12
11378,,"+336##0104872","2015-05-05 23:15:44.0","2015-05-05 23:15:44.0",12
14396,,"+336##0764133","2007-11-15 08:15:09.0","2007-11-15 08:15:09.0",12
8829,,"+336##0865644","2007-03-13 19:18:17.0","2007-03-13 19:18:17.0",12
11847,,"+336##0282359","2007-01-11 14:05:15.0","2007-01-11 14:05:15.0",12
9298,,"+336##0474795","1997-08-13 09:33:32.0","1997-08-13 09:33:32.0",12
12316,,"+336##0363333","2005-02-18 18:18:17.0","2005-02-18 18:18:17.0",12
6749,,"+336##0351816","2016-04-16 01:44:54.0","2016-04-16 01:44:54.0",12
4200,,"+336##0148193","2014-09-14 23:19:27.0","2014-09-14 23:19:27.0",12
7218,,"+336##0855869","2008-01-06 18:15:07.0","2008-01-06 18:15:07.0",12
1651,,"+336##0433111","1997-10-06 09:18:46.0","1997-10-06 09:18:46.0",12
10236,,"+336##0582980","2021-04-12 19:31:08.0","2021-04-12 19:31:08.0",12
4669,,"+336##0811724","2005-03-10 02:08:30.0","2005-03-10 02:08:30.0",12
5138,,"+336##0182423","1999-03-09 09:34:20.0","1999-03-09 09:34:20.0",12
2589,,"+336##0819352","2003-11-09 18:58:26.0","2003-11-09 18:58:26.0",12
3058,,"+336##0679870","2013-02-01 13:46:33.0","2013-02-01 13:46:33.0",12
509,,"+336##0216664","2005-03-12 10:42:41.0","2005-03-12 10:42:41.0",12
12581,,"+336##0080107","2003-08-10 15:09:21.0","2003-08-10 15:09:21.0",12
10032,,"+336##0173833","1998-05-08 21:09:24.0","1998-05-08 21:09:24.0",12
13050,,"+336##0354298","1999-02-27 14:38:42.0","1999-02-27 14:38:42.0",12
7483,,"+336##0314928","1997-03-12 04:24:56.0","1997-03-12 04:24:56.0",12
10501,,"+336##0398014","2018-10-17 16:46:49.0","2018-10-17 16:46:49.0",12
13519,,"+336##0644399","2013-05-13 17:55:38.0","2013-05-13 17:55:38.0",12
7952,,"+336##0786513","2019-10-06 06:03:31.0","2019-10-06 06:03:31.0",12
10970,,"+336##0396641","2023-01-16 19:48:50.0","2023-01-16 19:48:50.0",12
5403,,"+336##0645494","2016-07-26 16:36:08.0","2016-07-26 16:36:08.0",12
8421,,"+336##0753680","2007-01-13 17:43:09.0","2007-01-13 17:43:09.0",12
2854,,"+336##0537099","2007-08-02 02:06:11.0","2007-08-02 02:06:11.0",12
11439,,"+336##0500708","2022-09-20 03:04:51.0","2022-09-20 03:04:51.0",12
5872,,"+336##0295555","2009-11-10 19:28:23.0","2009-11-10 19:28:23.0",12
8890,,"+336##0858460","2013-10-10 19:08:31.0","2013-10-10 19:08:31.0",12
3323,,"+336##0199015","2012-03-26 15:23:44.0","2012-03-26 15:23:44.0",12
6341,,"+336##0222613","1997-10-10 17:35:58.0","1997-10-10 17:35:58.0",12
774,,"+336##0322651","2022-07-04 17:17:02.0","2022-07-04 17:17:02.0",12
3792,,"+336##0850069","2021-03-14 12:54:17.0","2021-03-14 12:54:17.0",12
4261,,"+336##0413158","2013-10-17 17:37:33.0","2013-10-17 17:37:33.0",12
1712,,"+336##0267458","2014-01-09 09:27:15.0","2014-01-09 09:27:15.0",12
13315,,"+336##0487467","1999-05-02 09:43:14.0","1999-05-02 09:43:14.0",12
13784,,"+336##0205135","2020-05-09 23:06:19.0","2020-05-09 23:06:19.0",12
11235,,"+336##0572701","2009-05-20 10:26:28.0","2009-05-20 10:26:28.0",12
14253,,"+336##0761373","2016-05-18 20:23:34.0","2016-05-18 20:23:34.0",12
8686,,"+336##0123198","2009-07-04 01:36:30.0","2009-07-04 01:36:30.0",12
11704,,"+336##0852938","2006-11-02 14:35:54.0","2006-11-02 14:35:54.0",12
6137,,"+336##0830913","2010-06-21 20:34:30.0","2010-06-21 20:34:30.0",12
9155,,"+336##0280788","2002-11-01 22:07:50.0","2002-11-01 22:07:50.0",12
12173,,"+336##0936214","2006-08-13 20:53:43.0","2006-08-13 20:53:43.0",12
9624,,"+336##0975911","2018-11-04 16:19:39.0","2018-11-04 16:19:39.0",12
4057,,"+336##0349718","2022-03-08 13:48:43.0","2022-03-08 13:48:43.0",12
7075,,"+336##0710109","2015-04-26 14:02:38.0","2015-04-26 14:02:38.0",12
1508,,"+336##0870246","2002-02-14 08:04:59.0","2002-02-14 08:04:59.0",12
10093,,"+336##0438821","2001-01-27 05:05:12.0","2001-01-27 05:05:12.0",12
4526,,"+336##0791023","2014-08-22 20:02:46.0","2014-08-22 20:02:46.0",12
7544,,"+336##0466192","2004-01-24 22:04:47.0","2004-01-24 22:04:47.0",12
1977,,"+336##0994134","2010-01-06 12:04:37.0","2010-01-06 12:04:37.0",12
4995,,"+336##0117585","2019-05-26 05:17:11.0","2019-05-26 05:17:11.0",12
2446,,"+336##0567325","2000-05-18 02:42:27.0","2000-05-18 02:42:27.0",12
5464,,"+336##0891775","2020-11-07 06:50:21.0","2020-11-07 06:50:21.0",12
2915,,"+336##0201962","2002-06-03 20:37:07.0","2002-06-03 20:37:07.0",12
366,,"+336##0246622","2020-10-27 04:08:08.0","2020-10-27 04:08:08.0",12
14518,,"+336##0377905","2012-08-22 10:25:43.0","2012-08-22 10:25:43.0",12
11969,,"+336##0412459","2000-11-14 18:45:30.0","2000-11-14 18:45:30.0",12
12438,,"+336##0395434","2015-01-20 07:52:44.0","2015-01-20 07:52:44.0",12
9889,,"+336##0006229","2022-10-17 03:24:40.0","2022-10-17 03:24:40.0",12
12907,,"+336##0854231","2010-04-27 11:36:21.0","2010-04-27 11:36:21.0",12
7340,,"+336##0076216","2014-07-04 21:50:07.0","2014-07-04 21:50:07.0",12
10358,,"+336##0638640","2007-03-27 15:42:53.0","2007-03-27 15:42:53.0",12
13376,,"+336##0671671","2013-08-15 16:21:21.0","2013-08-15 16:21:21.0",12
7809,,"+336##0677650","2021-04-18 18:59:42.0","2021-04-18 18:59:42.0",12
10827,,"+336##0329146","2014-09-13 11:55:47.0","2014-09-13 11:55:47.0",12
5260,,"+336##0582804","2023-06-22 04:18:05.0","2023-06-22 04:18:05.0",12
8278,,"+336##0716002","2006-08-19 06:50:25.0","2006-08-19 06:50:25.0",12
2711,,"+336##0656755","2001-03-13 17:57:38.0","2001-03-13 17:57:38.0",12
5729,,"+336##0347195","2016-09-15 20:54:11.0","2016-09-15 20:54:11.0",12
162,,"+336##0033809","2023-02-13 16:43:56.0","2023-02-13 16:43:56.0",12
8747,,"+336##0969217","2002-11-02 04:05:53.0","2002-11-02 04:05:53.0",12
3180,,"+336##0896222","2020-09-27 09:42:35.0","2020-09-27 09:42:35.0",12
6198,,"+336##0480739","2000-03-06 09:29:38.0","2000-03-06 09:29:38.0",12
631,,"+336##0016386","2013-03-27 10:31:58.0","2013-03-27 10:31:58.0",12
3649,,"+336##0810065","2006-10-21 04:46:51.0","2006-10-21 04:46:51.0",12
1100,,"+336##0066391","2023-04-04 22:22:58.0","2023-04-04 22:22:58.0",12
4118,,"+336##0121995","2019-11-21 07:56:08.0","2019-11-21 07:56:08.0",12
1569,,"+336##0177777","2010-01-05 06:59:18.0","2010-01-05 06:59:18.0",12
13172,,"+336##0127970","2001-01-25 04:19:36.0","2001-01-25 04:19:36.0",12
13641,,"+336##0818290","2019-03-02 22:55:51.0","2019-03-02 22:55:51.0",12
11092,,"+336##0247964","2018-10-08 15:38:54.0","2018-10-08 15:38:54.0",12
14110,,"+336##0514131","2023-11-15 22:01:30.0","2023-11-15 22:01:30.0",12
8543,,"+336##0006816","2001-04-10 12:11:04.0","2001-04-10 12:11:04.0",12
11561,,"+336##0630777","2008-09-19 18:08:02.0","2008-09-19 18:08:02.0",12
5994,,"+336##0851624","2018-01-22 20:59:11.0","2018-01-22 20:59:11.0",12
14579,,"+336##0146977","2010-05-01 06:09:15.0","2010-05-01 06:09:15.0",12
9012,,"+336##0568237","2007-11-21 06:24:36.0","2007-11-21 06:24:36.0",12
12030,,"+336##0966446","2001-11-11 09:49:19.0","2001-11-11 09:49:19.0",12
6463,,"+336##0703993","2011-08-21 21:04:57.0","2011-08-21 21:04:57.0",12
9481,,"+336##0384916","2003-05-14 14:30:04.0","2003-05-14 14:30:04.0",12
3914,,"+336##0412903","2001-11-11 05:08:09.0","2001-11-11 05:08:09.0",12
6932,,"+336##0421936","2003-08-10 21:32:31.0","2003-08-10 21:32:31.0",12
1365,,"+336##0290649","2015-05-20 03:13:03.0","2015-05-20 03:13:03.0",12
9950,,"+336##0324403","2008-07-20 10:01:08.0","2008-07-20 10:01:08.0",12
4383,,"+336##0260593","2009-07-23 09:50:31.0","2009-07-23 09:50:31.0",12
7401,,"+336##0244411","2016-10-27 03:27:01.0","2016-10-27 03:27:01.0",12
1834,,"+336##0193568","2015-09-23 06:30:06.0","2015-09-23 06:30:06.0",12
4852,,"+336##0265789","2017-08-16 13:11:06.0","2017-08-16 13:11:06.0",12
2303,,"+336##0039629","2001-03-02 05:46:30.0","2001-03-02 05:46:30.0",12
2772,,"+336##0110056","2017-05-27 09:18:20.0","2017-05-27 09:18:20.0",12
223,,"+336##0300449","2017-09-08 04:25:57.0","2017-09-08 04:25:57.0",12
14375,,"+336##0550569","1998-05-20 12:11:03.0","1998-05-20 12:11:03.0",12
12295,,"+336##0140826","2016-04-12 07:10:35.0","2016-04-12 07:10:35.0",12
7197,,"+336##0907280","2019-11-09 03:26:04.0","2019-11-09 03:26:04.0",12
10215,,"+336##0587382","2022-10-08 19:46:06.0","2022-10-08 19:46:06.0",12
4648,,"+336##0021525","2002-01-16 11:40:28.0","2002-01-16 11:40:28.0",12
13233,,"+336##0049341","2019-03-21 14:44:07.0","2019-03-21 14:44:07.0",12
7666,,"+336##0524693","2022-03-23 01:07:52.0","2022-03-23 01:07:52.0",12
10684,,"+336##0542678","2000-06-18 06:55:48.0","2000-06-18 06:55:48.0",12
5117,,"+336##0562484","2000-11-05 18:04:34.0","2000-11-05 18:04:34.0",12
8135,,"+336##0801697","2016-02-16 06:20:22.0","2016-02-16 06:20:22.0",12
2568,,"+336##0143444","2004-03-10 16:43:27.0","2004-03-10 16:43:27.0",12
8604,,"+336##0682600","2004-11-15 13:40:07.0","2004-11-15 13:40:07.0",12
3037,,"+336##0360411","2004-05-22 15:49:11.0","2004-05-22 15:49:11.0",12
6055,,"+336##0732052","1999-07-07 14:32:24.0","1999-07-07 14:32:24.0",12
488,,"+336##0043592","2021-07-15 21:14:42.0","2021-07-15 21:14:42.0",12
957,,"+336##0721647","2017-01-21 02:54:20.0","2017-01-21 02:54:20.0",12
1426,,"+336##0651033","2013-07-23 22:40:36.0","2013-07-23 22:40:36.0",12
13029,,"+336##0979891","2021-01-03 13:44:38.0","2021-01-03 13:44:38.0",12
10480,,"+336##0903731","2012-01-24 05:28:46.0","2012-01-24 05:28:46.0",12
13498,,"+336##0748820","2002-07-09 20:57:24.0","2002-07-09 20:57:24.0",12
10949,,"+336##0781473","1997-06-26 01:46:49.0","1997-06-26 01:46:49.0",12
13967,,"+336##0649054","2022-11-10 23:17:21.0","2022-11-10 23:17:21.0",12
8400,,"+336##0103256","2009-03-17 12:44:14.0","2009-03-17 12:44:14.0",12
11418,,"+336##0634827","2020-08-06 14:49:42.0","2020-08-06 14:49:42.0",12
5851,,"+336##0117019","2017-01-17 07:52:13.0","2017-01-17 07:52:13.0",12
14436,,"+336##0221647","2023-02-22 02:19:39.0","2023-02-22 02:19:39.0",12
8869,,"+336##0279299","2020-06-24 22:15:14.0","2020-06-24 22:15:14.0",12
3302,,"+336##0802200","2006-06-10 18:57:20.0","2006-06-10 18:57:20.0",12
11887,,"+336##0624469","2018-01-08 13:13:58.0","2018-01-08 13:13:58.0",12
6320,,"+336##0228508","2008-03-09 22:58:01.0","2008-03-09 22:58:01.0",12
9338,,"+336##0694790","2010-06-21 16:09:32.0","2010-06-21 16:09:32.0",12
3771,,"+336##0935199","2023-08-17 05:16:53.0","2023-08-17 05:16:53.0",12
6789,,"+336##0136419","2016-02-24 18:53:48.0","2016-02-24 18:53:48.0",12
4240,,"+336##0677804","2006-11-11 04:42:29.0","2006-11-11 04:42:29.0",12
7258,,"+336##0560243","2016-10-05 03:35:25.0","2016-10-05 03:35:25.0",12
1691,,"+336##0665814","2016-11-17 04:40:34.0","2016-11-17 04:40:34.0",12
4709,,"+336##0633192","2022-10-24 02:04:27.0","2022-10-24 02:04:27.0",12
14232,,"+336##0703455","2009-03-18 10:09:37.0","2009-03-18 10:09:37.0",12
11683,,"+336##0560613","2003-09-01 14:20:56.0","2003-09-01 14:20:56.0",12
9134,,"+336##0830343","2007-02-03 20:16:04.0","2007-02-03 20:16:04.0",12
12152,,"+336##0890606","2006-04-12 08:51:56.0","2006-04-12 08:51:56.0",12
9603,,"+336##0645494","2016-07-26 16:36:08.0","2016-07-26 16:36:08.0",12
12621,,"+336##0767702","1997-04-07 02:47:32.0","1997-04-07 02:47:32.0",12
7054,,"+336##0180872","2011-06-12 23:54:15.0","2011-06-12 23:54:15.0",12
10072,,"+336##0976378","2015-03-14 08:27:07.0","2015-03-14 08:27:07.0",12
4505,,"+336##0889664","2010-03-18 12:47:20.0","2010-03-18 12:47:20.0",12
13090,,"+336##0612942","1999-11-14 06:30:25.0","1999-11-14 06:30:25.0",12
7523,,"+336##0737790","2011-05-04 05:07:13.0","2011-05-04 05:07:13.0",12
1956,,"+336##0337548","2003-09-11 16:22:34.0","2003-09-11 16:22:34.0",12
10541,,"+336##0346862","2018-02-13 11:21:37.0","2018-02-13 11:21:37.0",12
4974,,"+336##0299251","1997-01-04 16:31:59.0","1997-01-04 16:31:59.0",12
7992,,"+336##0650031","2017-07-01 10:29:33.0","2017-07-01 10:29:33.0",12
2425,,"+336##0614795","2013-08-09 02:02:50.0","2013-08-09 02:02:50.0",12
5443,,"+336##0068311","2018-02-27 04:23:05.0","2018-02-27 04:23:05.0",12
2894,,"+336##0293708","2021-07-27 08:09:13.0","2021-07-27 08:09:13.0",12
5912,,"+336##0078351","2017-08-16 07:20:35.0","2017-08-16 07:20:35.0",12
345,,"+336##0323024","2018-03-04 22:57:58.0","2018-03-04 22:57:58.0",12
3363,,"+336##0013428","2015-03-11 03:30:49.0","2015-03-11 03:30:49.0",12
814,,"+336##0283398","2014-04-26 16:53:23.0","2014-04-26 16:53:23.0",12
12886,,"+336##0347538","2021-11-10 20:47:50.0","2021-11-10 20:47:50.0",12
10337,,"+336##0177891","2007-06-04 12:04:53.0","2007-06-04 12:04:53.0",12
13355,,"+336##0771093","1997-06-20 18:21:46.0","1997-06-20 18:21:46.0",12
7788,,"+336##0730586","2002-06-05 08:12:27.0","2002-06-05 08:12:27.0",12
10806,,"+336##0308898","2007-07-15 09:50:17.0","2007-07-15 09:50:17.0",12
13824,,"+336##0812959","2002-04-01 18:39:51.0","2002-04-01 18:39:51.0",12
8257,,"+336##0587827","2007-04-11 04:40:41.0","2007-04-11 04:40:41.0",12
11275,,"+336##0780473","2000-03-18 20:27:26.0","2000-03-18 20:27:26.0",12
5708,,"+336##0264263","2016-05-21 15:16:25.0","2016-05-21 15:16:25.0",12
8726,,"+336##0232608","2001-07-19 02:09:19.0","2001-07-19 02:09:19.0",12
3159,,"+336##0364289","2018-04-04 06:03:15.0","2018-04-04 06:03:15.0",12
6177,,"+336##0179997","2011-09-04 10:54:58.0","2011-09-04 10:54:58.0",12
9195,,"+336##0648449","2017-04-18 17:36:54.0","2017-04-18 17:36:54.0",12
3628,,"+336##0904954","2002-07-05 16:50:04.0","2002-07-05 16:50:04.0",12
1079,,"+336##0567725","2007-11-25 09:52:47.0","2007-11-25 09:52:47.0",12
4097,,"+336##0358238","1999-06-18 07:18:28.0","1999-06-18 07:18:28.0",12
1548,,"+336##0289604","2021-05-21 13:02:28.0","2021-05-21 13:02:28.0",12
4566,,"+336##0816952","2020-07-20 13:50:46.0","2020-07-20 13:50:46.0",12
2017,,"+336##0094488","2018-03-10 21:29:54.0","2018-03-10 21:29:54.0",12
13620,,"+336##0432517","2005-09-24 18:14:27.0","2005-09-24 18:14:27.0",12
14089,,"+336##0285500","2019-05-02 04:38:32.0","2019-05-02 04:38:32.0",12
11540,,"+336##0479506","2009-03-27 19:49:03.0","2009-03-27 19:49:03.0",12
14558,,"+336##0247234","2012-05-23 12:01:18.0","2012-05-23 12:01:18.0",12
8991,,"+336##0075752","2017-04-27 08:03:20.0","2017-04-27 08:03:20.0",12
12009,,"+336##0237995","2004-07-23 01:28:57.0","2004-07-23 01:28:57.0",12
6442,,"+336##0410142","2023-02-16 19:55:31.0","2023-02-16 19:55:31.0",12
9460,,"+336##0893719","2003-11-23 21:59:12.0","2003-11-23 21:59:12.0",12
12478,,"+336##0559089","2009-07-22 17:29:11.0","2009-07-22 17:29:11.0",12
6911,,"+336##0570351","2004-10-20 18:28:05.0","2004-10-20 18:28:05.0",12
9929,,"+336##0547410","2000-09-21 02:05:55.0","2000-09-21 02:05:55.0",12
4362,,"+336##0757777","2001-04-04 04:49:52.0","2001-04-04 04:49:52.0",12
7380,,"+336##0545672","2018-09-11 06:29:31.0","2018-09-11 06:29:31.0",12
1813,,"+336##0166079","2005-06-14 20:50:38.0","2005-06-14 20:50:38.0",12
10398,,"+336##0506862","2008-09-24 17:33:21.0","2008-09-24 17:33:21.0",12
4831,,"+336##0327700","2017-03-14 12:14:47.0","2017-03-14 12:14:47.0",12
7849,,"+336##0872243","2015-05-01 17:01:24.0","2015-05-01 17:01:24.0",12
2282,,"+336##0446877","1997-11-15 09:32:08.0","1997-11-15 09:32:08.0",12
5300,,"+336##0331230","2004-03-24 08:58:56.0","2004-03-24 08:58:56.0",12
