"PART_ID","INDV_NAME","INDIV_FIRS_NAME","INDV_STTS_CD","CRTN_DTTM","UPDT_DTTM","EXEC_ID","BIRT_DT","BIRT_CITY","BIRT_CNTR","WRKL_NUM"
11725,"Name49979","FistName49979","Actif","2010-06-26 21:45:08.0","2010-06-26 21:45:08.0",12,"1974-07-05","Ville13","Pays2","NS000049979"
6158,"Name26535","FistName26535","Actif","2022-03-20 09:27:01.0","2022-03-20 09:27:01.0",12,"1930-11-23","Ville9","Pays3","NS000026535"
9176,"Name34753","FistName34753","Actif","2007-04-15 03:58:45.0","2007-04-15 03:58:45.0",12,"1968-10-16","Ville5","Pays2","NS000034753"
3609,"Name185","FistName185","Actif","1999-07-27 07:03:19.0","1999-07-27 07:03:19.0",12,"1972-08-22","Ville3","Pays2","NS000000185"
6627,"NameMedecin57","FirstNameMedecin57","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
1060,"Name43907","FistName43907","Actif","2006-03-09 23:09:42.0","2006-03-09 23:09:42.0",12,"1939-10-08","Ville2","Pays2","NS000043907"
9645,"Name47221","FistName47221","Actif","2004-02-15 13:56:12.0","2004-02-15 13:56:12.0",12,"1996-03-03","Ville7","Pays2","NS000047221"
4078,"Name12086","FistName12086","Actif","1997-07-21 01:12:13.0","1997-07-21 01:12:13.0",12,"1941-09-11","Ville8","Pays3","NS000012086"
7096,"Name20587","FistName20587","Actif","2009-03-10 11:21:30.0","2009-03-10 11:21:30.0",12,"2017-08-15","Ville11","Pays4","NS000020587"
1529,"Name14523","FistName14523","Actif","2004-04-09 13:44:03.0","2004-04-09 13:44:03.0",12,"1995-03-05","Ville6","Pays2",
4547,"Name24313","FistName24313","Actif","1999-11-07 19:21:07.0","1999-11-07 19:21:07.0",12,"1992-05-17","Ville1","Pays1","NS000024313"
1998,"Name42961","FistName42961","Actif","2003-11-26 03:22:27.0","2003-11-26 03:22:27.0",12,"2004-01-20","Ville4","Pays3","NS000042961"
2467,"Name10180","FistName10180","Actif","2019-07-03 16:57:25.0","2019-07-03 16:57:25.0",12,"2002-10-10","Ville5","Pays1","NS000010180"
14070,"Name35487","FistName35487","Actif","2007-02-14 13:29:18.0","2007-02-14 13:29:18.0",12,"1999-08-23","Ville19","Pays2","NS000035487"
11521,"Name44671","FistName44671","Actif","1997-07-14 07:07:39.0","1997-07-14 07:07:39.0",12,"2006-07-21","Ville12","Pays2","NS000044671"
14539,"Name48576","FistName48576","Actif","2012-05-24 11:24:32.0","2012-05-24 11:24:32.0",12,"1980-07-08","Ville9","Pays1","NS000048576"
11990,"Name9525","FistName9525","Actif","1998-05-15 18:36:55.0","1998-05-15 18:36:55.0",12,"1936-03-23","Ville8","Pays2","NS000009525"
9441,"Name41987","FistName41987","Actif","2005-01-16 12:16:22.0","2005-01-16 12:16:22.0",12,"1955-02-20","Ville7","Pays2","NS000041987"
12459,"Name36131","FistName36131","Actif","1998-06-23 08:48:41.0","1998-06-23 08:48:41.0",12,"1980-05-16","Ville11","Pays1","NS000036131"
6892,"Name10805","FistName10805","Actif","2009-06-07 05:33:49.0","2009-06-07 05:33:49.0",12,"1943-02-23","Ville11","Pays2","NS000010805"
9910,"Name1744","FistName1744","Actif","2023-11-24 05:39:03.0","2023-11-24 05:39:03.0",12,"1944-09-13","Ville17","Pays2","NS000001744"
4343,"Name19054","FistName19054","Actif","2022-10-10 17:26:48.0","2022-10-10 17:26:48.0",12,"1986-02-23","Ville7","Pays1","NS000019054"
12928,"Name2994","FistName2994","Actif","2000-07-14 11:17:27.0","2000-07-14 11:17:27.0",12,"2002-04-18","Ville17","Pays1","NS000002994"
7361,"Name34481","FistName34481","Actif","2008-07-07 10:38:58.0","2008-07-07 10:38:58.0",12,"2014-04-10","Ville23","Pays2","NS000034481"
10379,"Name13665","FistName13665","Actif","2022-02-24 15:47:11.0","2022-02-24 15:47:11.0",12,"2009-07-22","Ville24","Pays2","NS000013665"
4812,"Name30892","FistName30892","Actif","2005-08-01 18:26:08.0","2005-08-01 18:26:08.0",12,"1938-09-17","Ville22","Pays3","NS000030892"
7830,"Name1290","FistName1290","Actif","2001-02-05 09:36:22.0","2001-02-05 09:36:22.0",12,"2008-01-12","Ville13","Pays3","NS000001290"
2263,"Name2001","FistName2001","Actif","2006-07-25 14:34:51.0","2006-07-25 14:34:51.0",12,"1938-01-12","Ville13","Pays2","NS000002001"
5281,"Name42965","FistName42965","Actif","2011-01-08 01:34:31.0","2011-01-08 01:34:31.0",12,"1968-05-20","Ville20","Pays1","NS000042965"
8299,"Name12578","FistName12578","Actif","2018-06-07 07:58:06.0","2018-06-07 07:58:06.0",12,"2008-03-02","Ville12","Pays3","NS000012578"
2732,"Name20338","FistName20338","Actif","2020-04-26 20:52:09.0","2020-04-26 20:52:09.0",12,"1995-09-02","Ville14","Pays4","NS000020338"
5750,"Name4943","FistName4943","Actif","2020-04-16 08:28:04.0","2020-04-16 08:28:04.0",12,"2011-07-07","Ville1","Pays2","NS000004943"
183,"Name3607","FistName3607","Actif","2003-10-02 21:58:42.0","2003-10-02 21:58:42.0",12,"1983-09-17","Ville13","Pays3","NS000003607"
3201,"Name37741","FistName37741","Actif","2009-03-22 12:07:51.0","2009-03-22 12:07:51.0",12,"1971-02-06","Ville10","Pays3","NS000037741"
652,"Name25043","FistName25043","Actif","1999-02-11 22:25:53.0","1999-02-11 22:25:53.0",12,"1996-04-12","Ville21","Pays2","NS000025043"
1121,"Name46537","FistName46537","Actif","2018-05-10 11:54:58.0","2018-05-10 11:54:58.0",12,"1965-02-02","Ville12","Pays3","NS000046537"
12724,"NameMedecin10","FirstNameMedecin10","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
10175,"Name8314","FistName8314","Actif","2017-10-12 12:21:02.0","2017-10-12 12:21:02.0",12,"1975-04-16","Ville22","Pays2","NS000008314"
13193,"Name10432","FistName10432","Actif","2020-05-27 14:13:22.0","2020-05-27 14:13:22.0",12,"1995-10-21","Ville10","Pays2","NS000010432"
10644,"Name20701","FistName20701","Actif","2022-05-01 16:38:10.0","2022-05-01 16:38:10.0",12,"2012-11-03","Ville19","Pays3","NS000020701"
13662,"Name24172","FistName24172","Actif","2004-03-18 08:01:53.0","2004-03-18 08:01:53.0",12,"1959-09-26","Ville15","Pays1","NS000024172"
8095,"Name7769","FistName7769","Actif","2000-10-07 20:45:52.0","2000-10-07 20:45:52.0",12,"1996-08-21","Ville23","Pays1","NS000007769"
11113,"Name34019","FistName34019","Actif","2019-10-11 17:23:56.0","2019-10-11 17:23:56.0",12,"2016-08-23","Ville2","Pays3","NS000034019"
5546,"Name49620","FistName49620","Actif","2010-11-21 01:18:53.0","2010-11-21 01:18:53.0",12,"1954-08-23","Ville7","Pays2","NS000049620"
14131,"Name37232","FistName37232","Actif","2016-11-09 09:44:22.0","2016-11-09 09:44:22.0",12,"2017-08-08","Ville14","Pays2","NS000037232"
8564,"Name19286","FistName19286","Actif","1998-07-15 17:36:21.0","1998-07-15 17:36:21.0",12,"1985-07-27","Ville22","Pays2","NS000019286"
2997,"Name29500","FistName29500","Actif","2021-07-23 18:57:58.0","2021-07-23 18:57:58.0",12,"1930-09-07","Ville12","Pays1","NS000029500"
11582,"Name46558","FistName46558","Actif","2003-03-20 21:35:13.0","2003-03-20 21:35:13.0",12,"1939-02-08","Ville7","Pays1","NS000046558"
6015,"Name19434","FistName19434","Actif","1997-05-08 22:51:30.0","1997-05-08 22:51:30.0",12,"1996-04-07","Ville24","Pays3","NS000019434"
9033,"Name31119","FistName31119","Actif","2023-05-03 11:40:44.0","2023-05-03 11:40:44.0",12,"2000-09-06","Ville4","Pays3","NS000031119"
3466,"Name48414","FistName48414","Actif","1998-03-09 17:25:46.0","1998-03-09 17:25:46.0",12,"1930-04-25","Ville10","Pays1","NS000048414"
6484,"Name45797","FistName45797","Actif","2015-04-19 21:16:44.0","2015-04-19 21:16:44.0",12,"1961-01-18","Ville17","Pays1","NS000045797"
917,"Name37683","FistName37683","Actif","2009-02-22 09:47:31.0","2009-02-22 09:47:31.0",12,"1980-03-07","Ville16","Pays1",
3935,"Name8415","FistName8415","Actif","1997-09-21 11:48:42.0","1997-09-21 11:48:42.0",12,"1978-01-07","Ville22","Pays2","NS000008415"
6953,"Name13336","FistName13336","Actif","2009-03-21 08:54:52.0","2009-03-21 08:54:52.0",12,"2013-02-12","Ville19","Pays1","NS000013336"
1386,"Name4830","FistName4830","Actif","2002-07-16 18:44:05.0","2002-07-16 18:44:05.0",12,"1930-06-24","Ville23","Pays2","NS000004830"
4404,"Name20548","FistName20548","Actif","2019-08-21 11:12:57.0","2019-08-21 11:12:57.0",12,"1982-04-27","Ville17","Pays4","NS000020548"
1855,"Name34864","FistName34864","Actif","2022-08-06 13:31:12.0","2022-08-06 13:31:12.0",12,"1968-01-22","Ville4","Pays2","NS000034864"
13927,"Name31200","FistName31200","Actif","2000-04-23 22:44:18.0","2000-04-23 22:44:18.0",12,"1956-04-27","Ville2","Pays1","NS000031200"
11378,"Name40920","FistName40920","Actif","2015-05-05 23:15:44.0","2015-05-05 23:15:44.0",12,"1953-03-22","Ville3","Pays1","NS000040920"
14396,"Name45012","FistName45012","Actif","2007-11-15 08:15:09.0","2007-11-15 08:15:09.0",12,"1936-07-06","Ville19","Pays2","NS000045012"
8829,"Name25755","FistName25755","Actif","2007-03-13 19:18:17.0","2007-03-13 19:18:17.0",12,"2005-03-23","Ville21","Pays2","NS000025755"
11847,"Name1164","FistName1164","Actif","2007-01-11 14:05:15.0","2007-01-11 14:05:15.0",12,"1935-04-22","Ville13","Pays2","NS000001164"
9298,"Name38077","FistName38077","Actif","1997-08-13 09:33:32.0","1997-08-13 09:33:32.0",12,"1954-10-07","Ville4","Pays2","NS000038077"
12316,"Name28029","FistName28029","Actif","2005-02-18 18:18:17.0","2005-02-18 18:18:17.0",12,"1996-06-03","Ville19","Pays4","NS000028029"
6749,"Name3842","FistName3842","Actif","2016-04-16 01:44:54.0","2016-04-16 01:44:54.0",12,"1944-05-12","Ville9","Pays1","NS000003842"
9767,"NameMedecin23","FirstNameMedecin23","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
4200,"Name15024","FistName15024","Actif","2014-09-14 23:19:27.0","2014-09-14 23:19:27.0",12,"1955-11-12","Ville18","Pays4","NS000015024"
12785,"NameMedecin71","FirstNameMedecin71","Actif","2009-10-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
7218,"Name26371","FistName26371","Actif","2008-01-06 18:15:07.0","2008-01-06 18:15:07.0",12,"1944-11-16","Ville20","Pays4","NS000026371"
1651,"Name21955","FistName21955","Actif","1997-10-06 09:18:46.0","1997-10-06 09:18:46.0",12,"2002-03-04","Ville16","Pays3","NS000021955"
10236,"Name9909","FistName9909","Actif","2021-04-12 19:31:08.0","2021-04-12 19:31:08.0",12,"1979-03-26","Ville10","Pays2","NS000009909"
4669,"Name27299","FistName27299","Actif","2005-03-10 02:08:30.0","2005-03-10 02:08:30.0",12,"1966-08-14","Ville15","Pays2","NS000027299"
7687,"NameMedecin6","FirstNameMedecin6","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
2120,"NameMedecin4","FirstNameMedecin4","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
5138,"Name39501","FistName39501","Actif","1999-03-09 09:34:20.0","1999-03-09 09:34:20.0",12,"1939-07-26","Ville15","Pays4","NS000039501"
2589,"Name14611","FistName14611","Actif","2003-11-09 18:58:26.0","2003-11-09 18:58:26.0",12,"1942-08-14","Ville8","Pays2","NS000014611"
5607,"NameMedecin45","FirstNameMedecin45","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
40,"NameMedecin39","FirstNameMedecin39","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
3058,"Name31635","FistName31635","Actif","2013-02-01 13:46:33.0","2013-02-01 13:46:33.0",12,"1997-02-06","Ville21","Pays2","NS000031635"
509,"Name18546","FistName18546","Actif","2005-03-12 10:42:41.0","2005-03-12 10:42:41.0",12,"2000-07-20","Ville10","Pays4","NS000018546"
12581,"Name42529","FistName42529","Actif","2003-08-10 15:09:21.0","2003-08-10 15:09:21.0",12,"1964-11-26","Ville23","Pays2","NS000042529"
10032,"Name4498","FistName4498","Actif","1998-05-08 21:09:24.0","1998-05-08 21:09:24.0",12,"1940-11-11","Ville23","Pays4","NS000004498"
13050,"Name6251","FistName6251","Actif","1999-02-27 14:38:42.0","1999-02-27 14:38:42.0",12,"1991-05-05","Ville14","Pays2","NS000006251"
7483,"Name40866","FistName40866","Actif","1997-03-12 04:24:56.0","1997-03-12 04:24:56.0",12,"1974-02-22","Ville2","Pays1","NS000040866"
10501,"Name16735","FistName16735","Actif","2018-10-17 16:46:49.0","2018-10-17 16:46:49.0",12,"1966-03-10","Ville10","Pays1","NS000016735"
13519,"Name20222","FistName20222","Actif","2013-05-13 17:55:38.0","2013-05-13 17:55:38.0",12,"1950-02-12","Ville16","Pays3","NS000020222"
7952,"Name4471","FistName4471","Actif","2019-10-06 06:03:31.0","2019-10-06 06:03:31.0",12,"2014-09-02","Ville22","Pays2","NS000004471"
10970,"Name30032","FistName30032","Actif","2023-01-16 19:48:50.0","2023-01-16 19:48:50.0",12,"1952-03-20","Ville17","Pays3","NS000030032"
5403,"Name45980","FistName45980","Actif","2016-07-26 16:36:08.0","2016-07-26 16:36:08.0",12,"1985-06-27","Ville5","Pays2","NS000045980"
8421,"Name15763","FistName15763","Actif","2007-01-13 17:43:09.0","2007-01-13 17:43:09.0",12,"1986-03-02","Ville16","Pays3","NS000015763"
2854,"Name24335","FistName24335","Actif","2007-08-02 02:06:11.0","2007-08-02 02:06:11.0",12,"1948-03-10","Ville23","Pays2","NS000024335"
11439,"Name42684","FistName42684","Actif","2022-09-20 03:04:51.0","2022-09-20 03:04:51.0",12,"1980-02-21","Ville13","Pays4","NS000042684"
5872,"Name11684","FistName11684","Actif","2009-11-10 19:28:23.0","2009-11-10 19:28:23.0",12,"1995-09-02","Ville12","Pays2","NS000011684"
8890,"Name27337","FistName27337","Actif","2013-10-10 19:08:31.0","2013-10-10 19:08:31.0",12,"1972-09-14","Ville21","Pays1","NS000027337"
3323,"Name42359","FistName42359","Actif","2012-03-26 15:23:44.0","2012-03-26 15:23:44.0",12,"1959-03-21","Ville13","Pays1","NS000042359"
6341,"Name38523","FistName38523","Actif","1997-10-10 17:35:58.0","1997-10-10 17:35:58.0",12,"1966-01-11","Ville13","Pays3","NS000038523"
774,"Name30688","FistName30688","Actif","2022-07-04 17:17:02.0","2022-07-04 17:17:02.0",12,"1931-06-14","Ville12","Pays4","NS000030688"
3792,"Name4549","FistName4549","Actif","2021-03-14 12:54:17.0","2021-03-14 12:54:17.0",12,"1946-03-25","Ville12","Pays1","NS000004549"
1243,"NameMedecin48","FirstNameMedecin48","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
4261,"Name16855","FistName16855","Actif","2013-10-17 17:37:33.0","2013-10-17 17:37:33.0",12,"1988-11-17","Ville7","Pays1","NS000016855"
1712,"Name26382","FistName26382","Actif","2014-01-09 09:27:15.0","2014-01-09 09:27:15.0",12,"1993-03-08","Ville12","Pays3","NS000026382"
13315,"Name13817","FistName13817","Actif","1999-05-02 09:43:14.0","1999-05-02 09:43:14.0",12,"1989-07-11","Ville23","Pays3","NS000013817"
13784,"Name27572","FistName27572","Actif","2020-05-09 23:06:19.0","2020-05-09 23:06:19.0",12,"2015-08-27","Ville2","Pays4","NS000027572"
11235,"Name37486","FistName37486","Actif","2009-05-20 10:26:28.0","2009-05-20 10:26:28.0",12,"1945-09-19","Ville2","Pays2","NS000037486"
14253,"Name40719","FistName40719","Actif","2016-05-18 20:23:34.0","2016-05-18 20:23:34.0",12,"1935-10-10","Ville23","Pays1","NS000040719"
8686,"Name22420","FistName22420","Actif","2009-07-04 01:36:30.0","2009-07-04 01:36:30.0",12,"1949-09-27","Ville3","Pays2","NS000022420"
11704,"Name49456","FistName49456","Actif","2006-11-02 14:35:54.0","2006-11-02 14:35:54.0",12,"1949-07-07","Ville7","Pays2","NS000049456"
6137,"Name25579","FistName25579","Actif","2010-06-21 20:34:30.0","2010-06-21 20:34:30.0",12,"1961-02-15","Ville3","Pays2","NS000025579"
9155,"Name33853","FistName33853","Actif","2002-11-01 22:07:50.0","2002-11-01 22:07:50.0",12,"2002-01-09","Ville13","Pays4","NS000033853"
12173,"Name20136","FistName20136","Actif","2006-08-13 20:53:43.0","2006-08-13 20:53:43.0",12,"1962-09-18","Ville21","Pays4","NS000020136"
6606,"NameMedecin36","FirstNameMedecin36","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
9624,"Name46543","FistName46543","Actif","2018-11-04 16:19:39.0","2018-11-04 16:19:39.0",12,"1996-04-09","Ville8","Pays1","NS000046543"
4057,"Name11588","FistName11588","Actif","2022-03-08 13:48:43.0","2022-03-08 13:48:43.0",12,"1969-03-08","Ville14","Pays1","NS000011588"
7075,"Name19894","FistName19894","Actif","2015-04-26 14:02:38.0","2015-04-26 14:02:38.0",12,"1940-04-07","Ville2","Pays1","NS000019894"
1508,"Name13457","FistName13457","Actif","2002-02-14 08:04:59.0","2002-02-14 08:04:59.0",12,"1971-01-06","Ville12","Pays1","NS000013457"
10093,"Name6259","FistName6259","Actif","2001-01-27 05:05:12.0","2001-01-27 05:05:12.0",12,"1952-03-03","Ville25","Pays1","NS000006259"
4526,"Name23909","FistName23909","Actif","2014-08-22 20:02:46.0","2014-08-22 20:02:46.0",12,"1997-05-17","Ville7","Pays2","NS000023909"
7544,"Name43449","FistName43449","Actif","2004-01-24 22:04:47.0","2004-01-24 22:04:47.0",12,"1946-11-17","Ville12","Pays4","NS000043449"
1977,"Name41481","FistName41481","Actif","2010-01-06 12:04:37.0","2010-01-06 12:04:37.0",12,"1947-02-10","Ville14","Pays2","NS000041481"
4995,"Name35270","FistName35270","Actif","2019-05-26 05:17:11.0","2019-05-26 05:17:11.0",12,"1991-07-25","Ville1","Pays3","NS000035270"
