ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
1235448;Name5448;FistName5448;1942-04-25;Ville15;Pays1;NS000005448;;+336##0208464;60;NomVoie845448;;#0243;Ville17;Pays3;2010-10-22 02:09:22;2010-10-22 02:09:22
1248805;Name18805;FistName18805;1990-01-24;Ville25;Pays2;NS000018805;;+336##0908195;22;NomVoie6318805;;#2809;Ville2;Pays4;2010-03-20 11:10:01;2010-03-20 11:10:01
1251718;Name21718;FistName21718;2004-09-07;Ville11;Pays3;NS000021718;;+336##0763311;59;NomVoie5521718;;#1358;Ville7;Pays3;2013-01-11 10:03:21;2013-01-11 10:03:21
1257682;Name27682;FistName27682;1967-06-18;Ville22;Pays3;NS000027682;;+336##0049160;31;NomVoie3627682;;#3543;Ville16;Pays3;2021-03-11 14:09:30;2021-03-11 14:09:30
1277560;Name47560;FistName47560;1968-07-23;Ville19;Pays2;NS000047560;;+336##0364299;85;NomVoie847560;;#2983;Ville13;Pays2;2021-07-02 15:56:49;2021-07-02 15:56:49
1231359;Name1359;FistName1359;2000-10-25;Ville14;Pays1;NS000001359;;+336##0614034;47;NomVoie821359;;#2194;Ville19;Pays1;2023-10-05 21:55:22;2023-10-05 21:55:22
1255379;Name25379;FistName25379;1997-01-14;Ville20;Pays1;NS000025379;;+336##0425991;2;NomVoie7525379;;#9202;Ville24;Pays4;2011-03-18 13:54:17;2011-03-18 13:54:17
1269376;Name39376;FistName39376;1993-07-25;Ville7;Pays2;NS000039376;;+336##0840464;97;NomVoie9039376;;#4878;Ville13;Pays3;2002-11-03 09:09:43;2002-11-03 09:09:43
1256571;Name26571;FistName26571;1991-03-01;Ville3;Pays1;NS000026571;;+336##0776901;75;NomVoie9626571;;#3059;Ville8;Pays2;2004-04-20 04:15:36;2004-04-20 04:15:36
1274165;Name44165;FistName44165;1999-06-15;Ville10;Pays1;NS000044165;;+336##0647382;5;NomVoie9144165;;#8235;Ville12;Pays1;2016-11-27 10:45:08;2016-11-27 10:45:08
1254603;Name24603;FistName24603;2009-07-24;Ville9;Pays2;NS000024603;;+336##0847798;85;NomVoie1524603;;#2227;Ville3;Pays3;2020-08-26 06:53:44;2020-08-26 06:53:44
1249910;Name19910;FistName19910;1956-10-15;Ville7;Pays2;NS000019910;;+336##0609604;85;NomVoie7319910;;#0163;Ville13;Pays2;2002-04-27 19:06:13;2002-04-27 19:06:13
1278576;Name48576;FistName48576;1980-07-08;Ville9;Pays1;NS000048576;;+336##0335996;11;NomVoie7448576;;#2846;Ville2;Pays3;2012-05-24 11:24:32;2012-05-24 11:24:32
1270076;Name40076;FistName40076;1944-10-12;Ville6;Pays1;NS000040076;;+336##0703455;35;NomVoie840076;;#9775;Ville15;Pays1;2009-03-18 10:09:37;2009-03-18 10:09:37
1257467;Name27467;FistName27467;1941-11-26;Ville4;Pays1;NS000027467;;+336##0104935;61;NomVoie7027467;;#4579;Ville13;Pays1;2021-07-20 10:45:52;2021-07-20 10:45:52
1272271;Name42271;FistName42271;1933-02-27;Ville8;Pays2;NS000042271;;+336##0218944;70;NomVoie9542271;;#0146;Ville18;Pays1;2020-11-03 13:16:04;2020-11-03 13:16:04
1254415;Name24415;FistName24415;1937-02-07;Ville11;Pays4;NS000024415;;+336##0272842;71;NomVoie5724415;;#9856;Ville11;Pays2;2008-05-18 05:16:59;2008-05-18 05:16:59
1277489;Name47489;FistName47489;2005-01-20;Ville18;Pays2;NS000047489;;+336##0009301;15;NomVoie7447489;;#3053;Ville22;Pays2;2010-05-04 20:35:07;2010-05-04 20:35:07
1270271;Name40271;FistName40271;1953-01-03;Ville12;Pays2;NS000040271;;+336##0638394;44;NomVoie5540271;;#0398;Ville5;Pays2;2012-08-19 21:25:50;2012-08-19 21:25:50
1264536;Name34536;FistName34536;1963-11-07;Ville17;Pays2;NS000034536;;+336##0174450;42;NomVoie4334536;;#3981;Ville13;Pays2;2009-01-01 10:29:33;2009-01-01 10:29:33
1258653;Name28653;FistName28653;1998-05-01;Ville4;Pays2;NS000028653;;+336##0392834;41;NomVoie4228653;;#2880;Ville22;Pays3;2009-02-16 05:09:43;2009-02-16 05:09:43
1279817;Name49817;FistName49817;2003-05-23;Ville14;Pays2;NS000049817;;+336##0129216;64;NomVoie4849817;;#6600;Ville2;Pays4;2016-09-19 09:48:40;2016-09-19 09:48:40
1255495;Name25495;FistName25495;1937-03-27;Ville21;Pays3;NS000025495;;+336##0173438;50;NomVoie7825495;;#2914;Ville16;Pays1;2001-03-27 06:24:35;2001-03-27 06:24:35
1248768;Name18768;FistName18768;1960-10-27;Ville16;Pays3;NS000018768;;+336##0784672;77;NomVoie4618768;;#5563;Ville8;Pays1;2018-01-18 14:12:18;2018-01-18 14:12:18
1269713;Name39713;FistName39713;1973-01-19;Ville17;Pays2;NS000039713;;+336##0308399;32;NomVoie1739713;;#7657;Ville11;Pays3;2014-11-26 03:01:40;2014-11-26 03:01:40
1264426;Name34426;FistName34426;1949-09-11;Ville24;Pays1;NS000034426;;+336##0456283;20;NomVoie4734426;;#7670;Ville8;Pays4;2018-07-15 14:35:32;2018-07-15 14:35:32
1245927;Name15927;FistName15927;2002-10-12;Ville19;Pays1;NS000015927;;+336##0940737;12;NomVoie7715927;;#7215;Ville16;Pays1;2007-11-18 01:11:21;2007-11-18 01:11:21
1245451;Name15451;FistName15451;2017-06-06;Ville25;Pays2;NS000015451;;+336##0030435;97;NomVoie5515451;;#3665;Ville3;Pays3;2008-08-23 05:48:23;2008-08-23 05:48:23
1244129;Name14129;FistName14129;1981-04-07;Ville14;Pays2;NS000014129;;+336##0083551;67;NomVoie5414129;;#2738;Ville15;Pays2;2013-05-24 15:52:51;2013-05-24 15:52:51
1243687;Name13687;FistName13687;1980-07-22;Ville19;Pays1;NS000013687;;+336##0915670;79;NomVoie4613687;;#3974;Ville2;Pays1;2016-10-11 16:08:25;2016-10-11 16:08:25
1249651;Name19651;FistName19651;1935-03-26;Ville24;Pays1;NS000019651;;+336##0830092;1;NomVoie019651;;#0514;Ville1;Pays2;1999-04-16 17:57:37;1999-04-16 17:57:37
1251061;Name21061;FistName21061;1944-10-03;Ville8;Pays3;NS000021061;;+336##0851142;21;NomVoie3021061;;#4744;Ville24;Pays1;2004-05-14 23:35:46;2004-05-14 23:35:46
1274837;Name44837;FistName44837;1937-07-07;Ville13;Pays1;NS000044837;;+336##0159971;93;NomVoie4044837;;#6520;Ville23;Pays1;2003-04-01 17:31:25;2003-04-01 17:31:25
1241664;Name11664;FistName11664;2003-05-26;Ville21;Pays2;NS000011664;;+336##0958743;65;NomVoie5511664;;#0059;Ville3;Pays2;2011-02-02 20:18:46;2011-02-02 20:18:46
1252958;Name22958;FistName22958;1989-03-20;Ville23;Pays1;NS000022958;;+336##0347569;51;NomVoie8822958;;#1591;Ville15;Pays2;2018-10-23 08:33:32;2018-10-23 08:33:32
1266173;Name36173;FistName36173;1984-01-09;Ville6;Pays1;NS000036173;;+336##0452360;54;NomVoie3736173;;#3769;Ville19;Pays1;2021-11-22 11:03:04;2021-11-22 11:03:04
1272472;Name42472;FistName42472;1963-04-02;Ville2;Pays3;NS000042472;;+336##0137899;77;NomVoie3342472;;#4702;Ville10;Pays1;2002-09-08 21:58:36;2002-09-08 21:58:36
1242565;Name12565;FistName12565;1995-01-17;Ville13;Pays3;NS000012565;;+336##0177891;92;NomVoie9812565;;#6875;Ville16;Pays1;2007-06-04 12:04:53;2007-06-04 12:04:53
1239353;Name9353;FistName9353;2017-09-07;Ville4;Pays3;NS000009353;;+336##0577499;24;NomVoie259353;;#3256;Ville5;Pays1;2003-09-19 23:48:23;2003-09-19 23:48:23
1242467;Name12467;FistName12467;2003-01-08;Ville13;Pays2;NS000012467;;+336##0847156;79;NomVoie9812467;;#7733;Ville9;Pays3;2019-11-22 23:10:07;2019-11-22 23:10:07
1245463;Name15463;FistName15463;1975-06-01;Ville4;Pays3;NS000015463;;+336##0620970;68;NomVoie4915463;;#7913;Ville3;Pays1;2019-06-16 18:35:35;2019-06-16 18:35:35
1270351;Name40351;FistName40351;1939-10-20;Ville8;Pays2;NS000040351;;+336##0249227;38;NomVoie3040351;;#9371;Ville18;Pays2;2016-05-10 09:21:06;2016-05-10 09:21:06
1252905;Name22905;FistName22905;1939-01-17;Ville20;Pays3;NS000022905;;+336##0426191;20;NomVoie322905;;#0987;Ville2;Pays4;2019-04-25 17:42:18;2019-04-25 17:42:18
1249523;Name19523;FistName19523;1979-11-06;Ville6;Pays2;NS000019523;;+336##0084415;4;NomVoie3219523;;#0888;Ville19;Pays2;2001-06-23 13:50:29;2001-06-23 13:50:29
1238783;Name8783;FistName8783;2001-01-06;Ville24;Pays1;NS000008783;;+336##0372041;2;NomVoie108783;;#2651;Ville4;Pays1;2014-06-13 19:08:10;2014-06-13 19:08:10
1232158;Name2158;FistName2158;2009-08-06;Ville18;Pays4;NS000002158;;+336##0881512;22;NomVoie82158;;#0307;Ville6;Pays1;2019-02-07 14:24:49;2019-02-07 14:24:49
1258419;Name28419;FistName28419;1995-02-01;Ville21;Pays1;NS000028419;;+336##0048330;90;NomVoie3228419;;#4760;Ville11;Pays2;2006-07-06 13:55:07;2006-07-06 13:55:07
1252185;Name22185;FistName22185;1954-09-18;Ville10;Pays4;NS000022185;;+336##0342447;41;NomVoie2022185;;#9572;Ville22;Pays2;2011-10-07 14:39:34;2011-10-07 14:39:34
1253607;Name23607;FistName23607;1994-01-06;Ville11;Pays1;NS000023607;;+336##0818290;93;NomVoie2823607;;#5042;Ville21;Pays1;2019-03-02 22:55:51;2019-03-02 22:55:51
1246381;Name16381;FistName16381;1979-08-17;Ville19;Pays2;NS000016381;;+336##0307048;96;NomVoie8716381;;#8765;Ville21;Pays1;2003-07-21 15:07:18;2003-07-21 15:07:18
1270810;Name40810;FistName40810;1981-01-25;Ville14;Pays3;NS000040810;;+336##0863203;72;NomVoie2140810;;#8451;Ville10;Pays1;2008-11-03 06:48:31;2008-11-03 06:48:31
1245513;Name15513;FistName15513;1992-04-18;Ville23;Pays1;NS000015513;;+336##0937367;6;NomVoie1315513;;#3458;Ville16;Pays1;2022-07-03 09:21:08;2022-07-03 09:21:08
1247422;Name17422;FistName17422;2002-03-01;Ville4;Pays1;NS000017422;;+336##0653114;70;NomVoie7317422;;#1584;Ville2;Pays1;2003-02-26 13:40:45;2003-02-26 13:40:45
1251127;Name21127;FistName21127;1968-07-07;Ville16;Pays1;NS000021127;;+336##0099964;73;NomVoie4221127;;#9258;Ville11;Pays1;1997-03-26 02:28:03;1997-03-26 02:28:03
1265595;Name35595;FistName35595;1945-09-03;Ville7;Pays1;NS000035595;;+336##0897108;28;NomVoie8835595;;#6855;Ville19;Pays2;2008-09-03 06:23:32;2008-09-03 06:23:32
1242470;Name12470;FistName12470;2000-09-01;Ville20;Pays3;NS000012470;;+336##0797870;2;NomVoie412470;;#6973;Ville22;Pays3;2000-07-05 12:56:15;2000-07-05 12:56:15
1273158;Name43158;FistName43158;1974-05-23;Ville9;Pays2;NS000043158;;+336##0711683;56;NomVoie9243158;;#2942;Ville5;Pays2;2020-03-13 21:19:18;2020-03-13 21:19:18
1262983;Name32983;FistName32983;1961-05-23;Ville18;Pays5;NS000032983;;+336##0346671;27;NomVoie4432983;;#6666;Ville10;Pays2;2004-08-07 03:33:05;2004-08-07 03:33:05
1259439;Name29439;FistName29439;2012-04-15;Ville10;Pays1;NS000029439;;+336##0675910;29;NomVoie929439;;#5639;Ville18;Pays1;1998-11-11 21:50:59;1998-11-11 21:50:59
1256667;Name26667;FistName26667;1969-06-21;Ville25;Pays2;NS000026667;;+336##0952075;72;NomVoie4326667;;#8765;Ville24;Pays2;2010-06-14 06:21:54;2010-06-14 06:21:54
1250107;Name20107;FistName20107;1942-09-01;Ville18;Pays3;NS000020107;;+336##0534163;42;NomVoie9420107;;#4469;Ville11;Pays2;2006-01-09 18:57:28;2006-01-09 18:57:28
1236700;Name6700;FistName6700;1995-03-23;Ville23;Pays2;NS000006700;;+336##0774247;85;NomVoie666700;;#0720;Ville16;Pays4;2020-07-15 05:39:41;2020-07-15 05:39:41
1247415;Name17415;FistName17415;1965-05-05;Ville11;Pays2;NS000017415;;+336##0742815;40;NomVoie317415;;#1055;Ville10;Pays2;2009-02-14 18:34:14;2009-02-14 18:34:14
1237426;Name7426;FistName7426;1997-04-20;Ville5;Pays2;NS000007426;;+336##0396012;79;NomVoie447426;;#9072;Ville2;Pays3;2001-07-22 17:46:38;2001-07-22 17:46:38
1247645;Name17645;FistName17645;1941-08-27;Ville4;Pays2;NS000017645;;+336##0227326;72;NomVoie6617645;;#7161;Ville14;Pays2;1999-08-20 22:04:35;1999-08-20 22:04:35
1250087;Name20087;FistName20087;2015-01-15;Ville2;Pays2;NS000020087;;+336##0071144;77;NomVoie5520087;;#5223;Ville23;Pays3;2013-04-07 08:29:13;2013-04-07 08:29:13
1253623;Name23623;FistName23623;1972-04-25;Ville18;Pays2;NS000023623;;+336##0633339;7;NomVoie3423623;;#8123;Ville8;Pays3;2020-05-14 20:19:56;2020-05-14 20:19:56
1269235;Name39235;FistName39235;1934-07-19;Ville8;Pays3;NS000039235;;+336##0612614;61;NomVoie9539235;;#5569;Ville11;Pays1;2006-04-13 20:53:59;2006-04-13 20:53:59
1272663;Name42663;FistName42663;2010-07-01;Ville8;Pays2;NS000042663;;+336##0187023;83;NomVoie642663;;#1493;Ville17;Pays1;2015-03-11 11:09:09;2015-03-11 11:09:09
1267989;Name37989;FistName37989;2001-06-14;Ville4;Pays1;NS000037989;;+336##0767483;83;NomVoie3937989;;#4683;Ville12;Pays1;2016-06-11 17:42:26;2016-06-11 17:42:26
1267980;Name37980;FistName37980;1939-09-12;Ville25;Pays2;NS000037980;;+336##0512778;11;NomVoie7737980;;#3819;Ville3;Pays1;1997-04-02 14:32:55;1997-04-02 14:32:55
1262958;Name32958;FistName32958;1982-04-13;Ville12;Pays1;;;+336##0200848;75;NomVoie5332958;;#6211;Ville2;Pays3;2023-03-08 05:09:56;2023-03-08 05:09:56
1235783;Name5783;FistName5783;2004-04-14;Ville19;Pays2;NS000005783;;+336##0735205;1;NomVoie645783;;#9785;Ville7;Pays1;2018-03-02 12:36:33;2018-03-02 12:36:33
1252282;Name22282;FistName22282;1944-04-18;Ville25;Pays2;NS000022282;;+336##0782876;22;NomVoie2722282;;#6881;Ville16;Pays2;2015-06-26 18:52:12;2015-06-26 18:52:12
1251763;Name21763;FistName21763;1986-10-19;Ville19;Pays1;NS000021763;;+336##0812380;28;NomVoie8121763;;#8033;Ville5;Pays1;2012-04-08 15:14:29;2012-04-08 15:14:29
1252734;Name22734;FistName22734;1960-04-03;Ville17;Pays3;NS000022734;;+336##0715107;5;NomVoie922734;;#1063;Ville4;Pays1;2023-10-02 11:28:24;2023-10-02 11:28:24
1246586;Name16586;FistName16586;1964-10-11;Ville5;Pays1;NS000016586;;+336##0953855;70;NomVoie2616586;;#2102;Ville25;Pays4;2008-06-15 02:48:14;2008-06-15 02:48:14
1249526;Name19526;FistName19526;1951-08-20;Ville4;Pays2;NS000019526;;+336##0881517;46;NomVoie2819526;;#6156;Ville3;Pays1;2013-08-05 22:17:55;2013-08-05 22:17:55
1261762;Name31762;FistName31762;1934-10-22;Ville8;Pays1;NS000031762;;+336##0744136;64;NomVoie7531762;;#3105;Ville7;Pays1;2000-09-04 17:09:39;2000-09-04 17:09:39
1243969;Name13969;FistName13969;1985-07-08;Ville16;Pays2;NS000013969;;+336##0268037;78;NomVoie1613969;;#3983;Ville9;Pays1;2014-01-19 07:55:25;2014-01-19 07:55:25
1251709;Name21709;FistName21709;1944-06-07;Ville8;Pays1;NS000021709;;+336##0248691;96;NomVoie6421709;;#8065;Ville5;Pays4;2010-02-17 23:10:36;2010-02-17 23:10:36
1240679;Name10679;FistName10679;1983-10-09;Ville6;Pays2;NS000010679;;+336##0308355;0;NomVoie2010679;;#5553;Ville15;Pays4;2006-05-02 15:21:04;2006-05-02 15:21:04
1277999;Name47999;FistName47999;1951-11-23;Ville12;Pays1;NS000047999;;+336##0311655;79;NomVoie5547999;;#8230;Ville6;Pays3;2005-08-07 09:09:47;2005-08-07 09:09:47
1269138;Name39138;FistName39138;1951-06-06;Ville23;Pays3;NS000039138;;+336##0187774;63;NomVoie7339138;;#6981;Ville4;Pays1;2015-07-11 10:46:02;2015-07-11 10:46:02
1278227;Name48227;FistName48227;2004-03-10;Ville13;Pays1;NS000048227;;+336##0951133;85;NomVoie3948227;;#8307;Ville18;Pays3;2022-06-21 06:21:50;2022-06-21 06:21:50
1263786;Name33786;FistName33786;2016-08-10;Ville13;Pays2;NS000033786;;+336##0875093;48;NomVoie1633786;;#3302;Ville22;Pays2;2000-07-06 16:11:20;2000-07-06 16:11:20
1233300;Name3300;FistName3300;1987-07-24;Ville12;Pays2;NS000003300;;+336##0694164;97;NomVoie953300;;#4532;Ville4;Pays1;2011-07-12 20:08:58;2011-07-12 20:08:58
1251604;Name21604;FistName21604;2003-08-12;Ville23;Pays2;NS000021604;;+336##0856088;30;NomVoie8121604;;#3505;Ville13;Pays1;2023-03-12 14:18:28;2023-03-12 14:18:28
1277277;Name47277;FistName47277;1992-04-21;Ville14;Pays3;NS000047277;;+336##0220441;85;NomVoie6247277;;#4423;Ville8;Pays2;2002-08-12 18:21:23;2002-08-12 18:21:23
1233422;Name3422;FistName3422;1964-02-02;Ville5;Pays1;NS000003422;;+336##0088085;19;NomVoie803422;;#7838;Ville2;Pays2;2023-08-27 22:54:21;2023-08-27 22:54:21
1261817;Name31817;FistName31817;1988-10-19;Ville19;Pays1;NS000031817;;+336##0921217;97;NomVoie2531817;;#7008;Ville5;Pays4;2018-06-19 06:19:50;2018-06-19 06:19:50
1246158;Name16158;FistName16158;1957-07-17;Ville25;Pays3;NS000016158;;+336##0852285;63;NomVoie816158;;#1396;Ville12;Pays2;2021-03-20 21:37:09;2021-03-20 21:37:09
1259683;Name29683;FistName29683;2010-10-20;Ville4;Pays1;NS000029683;;+336##0183319;38;NomVoie4229683;;#7482;Ville14;Pays3;2023-10-20 09:40:38;2023-10-20 09:40:38
1262240;Name32240;FistName32240;1968-02-06;Ville24;Pays2;NS000032240;;+336##0342266;23;NomVoie3832240;;#1265;Ville4;Pays2;2010-04-23 19:15:07;2010-04-23 19:15:07
1256324;Name26324;FistName26324;1950-11-10;Ville10;Pays2;;;+336##0041331;73;NomVoie1326324;;#4938;Ville23;Pays1;1998-10-12 15:45:36;1998-10-12 15:45:36
