ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
1242145;Name12145;FistName12145;1959-11-11;Ville19;Pays4;NS000012145;;+336##0800724;16;NomVoie1912145;;#6594;Ville3;Pays2;2016-05-01 23:06:53;2016-05-01 23:06:53
1275403;Name45403;FistName45403;1953-01-09;Ville5;Pays2;NS000045403;;+336##0951869;88;NomVoie2345403;;#5666;Ville15;Pays1;2021-02-15 20:41:17;2021-02-15 20:41:17
1231823;Name1823;FistName1823;2006-02-03;Ville9;Pays1;NS000001823;;+336##0942229;23;NomVoie121823;;#6784;Ville22;Pays3;2015-10-24 01:29:24;2015-10-24 01:29:24
1279974;Name49974;FistName49974;1946-03-16;Ville12;Pays1;NS000049974;;+336##0458878;73;NomVoie2349974;;#1644;Ville22;Pays2;1997-09-09 23:30:46;1997-09-09 23:30:46
1243475;Name13475;FistName13475;1996-11-09;Ville8;Pays2;NS000013475;;+336##0678899;23;NomVoie3013475;;#2433;Ville18;Pays2;2017-06-02 03:21:21;2017-06-02 03:21:21
1246877;Name16877;FistName16877;1952-10-23;Ville5;Pays3;NS000016877;;+336##0929465;90;NomVoie4516877;;#1427;Ville22;Pays1;2012-02-22 23:16:52;2012-02-22 23:16:52
1245228;Name15228;FistName15228;1977-04-03;Ville4;Pays1;NS000015228;;+336##0876531;24;NomVoie3415228;;#7263;Ville18;Pays3;2008-06-18 21:31:25;2008-06-18 21:31:25
1270301;Name40301;FistName40301;2014-04-07;Ville1;Pays5;NS000040301;;+336##0064289;25;NomVoie1440301;;#7886;Ville11;Pays1;2002-03-09 04:29:54;2002-03-09 04:29:54
1277741;Name47741;FistName47741;1974-10-13;Ville7;Pays3;NS000047741;;+336##0069969;59;NomVoie1447741;;#0220;Ville20;Pays2;2003-06-14 11:24:18;2003-06-14 11:24:18
1240030;Name10030;FistName10030;1953-04-07;Ville14;Pays5;NS000010030;;+336##0152466;80;NomVoie3010030;;#9103;Ville2;Pays3;2005-05-06 04:54:46;2005-05-06 04:54:46
1264082;Name34082;FistName34082;1981-10-03;Ville23;Pays2;NS000034082;;+336##0175386;38;NomVoie2134082;;#2048;Ville1;Pays2;2021-05-22 21:02:28;2021-05-22 21:02:28
1275535;Name45535;FistName45535;1951-08-15;Ville6;Pays3;NS000045535;;+336##0373459;15;NomVoie2145535;;#7364;Ville22;Pays3;2018-07-04 10:15:38;2018-07-04 10:15:38
1260089;Name30089;FistName30089;1997-08-07;Ville21;Pays4;NS000030089;;+336##0703703;16;NomVoie8130089;;#6878;Ville19;Pays2;2002-08-04 13:10:58;2002-08-04 13:10:58
1252068;Name22068;FistName22068;1991-02-08;Ville15;Pays2;NS000022068;;+336##0064031;93;NomVoie8122068;;#5964;Ville7;Pays1;2020-03-13 20:54:57;2020-03-13 20:54:57
1263389;Name33389;FistName33389;1954-04-13;Ville10;Pays3;NS000033389;;+336##0295259;77;NomVoie6933389;;#1272;Ville17;Pays2;2004-04-24 12:48:07;2004-04-24 12:48:07
1253582;Name23582;FistName23582;1954-03-05;Ville10;Pays2;NS000023582;;+336##0362216;30;NomVoie323582;;#7556;Ville15;Pays1;2019-09-03 04:50:59;2019-09-03 04:50:59
1263344;Name33344;FistName33344;1961-07-04;Ville10;Pays1;NS000033344;;+336##0202213;15;NomVoie3233344;;#8878;Ville4;Pays1;1999-11-27 01:57:30;1999-11-27 01:57:30
1235415;Name5415;FistName5415;1950-03-01;Ville20;Pays3;NS000005415;;+336##0045320;83;NomVoie755415;;#1896;Ville24;Pays1;2016-02-25 02:24:10;2016-02-25 02:24:10
1237308;Name7308;FistName7308;1978-09-21;Ville6;Pays1;NS000007308;;+336##0397305;94;NomVoie17308;;#3200;Ville3;Pays2;2015-02-06 20:35:24;2015-02-06 20:35:24
1247452;Name17452;FistName17452;1933-07-15;Ville7;Pays4;NS000017452;;+336##0136416;73;NomVoie3917452;;#2334;Ville7;Pays2;2001-03-14 12:36:01;2001-03-14 12:36:01
1235906;Name5906;FistName5906;1952-06-04;Ville8;Pays3;NS000005906;;+336##0069748;16;NomVoie485906;;#2330;Ville25;Pays4;2022-09-05 08:44:31;2022-09-05 08:44:31
1236525;Name6525;FistName6525;1969-02-18;Ville3;Pays5;NS000006525;;+336##0284968;0;NomVoie356525;;#2245;Ville16;Pays1;2014-05-24 16:06:30;2014-05-24 16:06:30
1269867;Name39867;FistName39867;1953-05-20;Ville3;Pays3;NS000039867;;+336##0641126;96;NomVoie2139867;;#3897;Ville19;Pays3;1999-05-01 12:18:48;1999-05-01 12:18:48
1256702;Name26702;FistName26702;1939-11-26;Ville7;Pays1;NS000026702;;+336##0173334;87;NomVoie2226702;;#5416;Ville20;Pays2;2003-04-13 22:23:11;2003-04-13 22:23:11
1254186;Name24186;FistName24186;1954-04-24;Ville22;Pays5;NS000024186;;+336##0976194;64;NomVoie3024186;;#6630;Ville18;Pays3;2004-10-11 16:23:57;2004-10-11 16:23:57
1238770;Name8770;FistName8770;1976-08-16;Ville23;Pays4;NS000008770;;+336##0880047;90;NomVoie998770;;#3749;Ville15;Pays2;2014-05-18 17:51:02;2014-05-18 17:51:02
1260001;Name30001;FistName30001;1998-06-27;Ville23;Pays1;NS000030001;;+336##0825970;73;NomVoie2330001;;#9053;Ville17;Pays1;2016-09-01 13:32:37;2016-09-01 13:32:37
1233429;Name3429;FistName3429;1989-04-21;Ville18;Pays1;NS000003429;;+336##0569328;63;NomVoie973429;;#4648;Ville25;Pays1;2013-07-14 02:37:59;2013-07-14 02:37:59
1242640;Name12640;FistName12640;1956-09-22;Ville6;Pays1;NS000012640;;+336##0579684;0;NomVoie8012640;;#9963;Ville17;Pays4;2013-10-03 20:35:33;2013-10-03 20:35:33
1247584;Name17584;FistName17584;1997-05-09;Ville11;Pays3;NS000017584;;+336##0067341;67;NomVoie9917584;;#1619;Ville14;Pays3;1998-05-15 10:58:22;1998-05-15 10:58:22
1262209;Name32209;FistName32209;1937-06-23;Ville9;Pays2;NS000032209;;+336##0540065;87;NomVoie8632209;;#2437;Ville17;Pays2;2017-06-03 08:47:06;2017-06-03 08:47:06
1231888;Name1888;FistName1888;1940-11-16;Ville18;Pays2;NS000001888;;+336##0111657;14;NomVoie761888;;#3541;Ville5;Pays4;2002-02-04 20:22:08;2002-02-04 20:22:08
1236029;Name6029;FistName6029;1989-03-04;Ville3;Pays1;NS000006029;;+336##0059765;99;NomVoie716029;;#8460;Ville14;Pays3;2003-10-05 17:30:24;2003-10-05 17:30:24
1264319;Name34319;FistName34319;2013-01-21;Ville8;Pays5;NS000034319;;+336##0618818;50;NomVoie034319;;#6368;Ville14;Pays1;2000-08-14 08:06:50;2000-08-14 08:06:50
1279890;Name49890;FistName49890;1969-07-08;Ville19;Pays2;NS000049890;;+336##0496619;20;NomVoie2749890;;#6099;Ville11;Pays1;1999-04-17 13:56:27;1999-04-17 13:56:27
1235428;Name5428;FistName5428;1942-10-25;Ville5;Pays3;NS000005428;;+336##0331882;3;NomVoie885428;;#8126;Ville9;Pays1;2005-09-27 20:33:21;2005-09-27 20:33:21
1235607;Name5607;FistName5607;1981-07-17;Ville10;Pays1;NS000005607;;+336##0625653;60;NomVoie545607;;#7602;Ville4;Pays3;2019-08-11 23:47:03;2019-08-11 23:47:03
1271306;Name41306;FistName41306;2006-07-06;Ville16;Pays3;NS000041306;;+336##0156727;79;NomVoie1041306;;#0906;Ville2;Pays3;1997-03-01 18:27:49;1997-03-01 18:27:49
1239313;Name9313;FistName9313;2004-02-07;Ville3;Pays2;NS000009313;;+336##0201445;64;NomVoie329313;;#5626;Ville7;Pays2;2010-07-05 14:15:53;2010-07-05 14:15:53
1244214;Name14214;FistName14214;1965-10-13;Ville16;Pays2;NS000014214;;+336##0666374;13;NomVoie8814214;;#1371;Ville8;Pays2;2021-08-06 10:32:31;2021-08-06 10:32:31
1241153;Name11153;FistName11153;1943-06-06;Ville17;Pays2;NS000011153;;+336##0996202;95;NomVoie2711153;;#4187;Ville15;Pays1;2016-04-21 13:16:15;2016-04-21 13:16:15
1260825;Name30825;FistName30825;1998-11-09;Ville19;Pays1;NS000030825;;+336##0196526;71;NomVoie3330825;;#9411;Ville18;Pays1;2019-06-10 01:16:48;2019-06-10 01:16:48
1274433;Name44433;FistName44433;1999-09-11;Ville15;Pays2;NS000044433;;+336##0940209;68;NomVoie9544433;;#3807;Ville13;Pays2;2023-03-08 19:45:50;2023-03-08 19:45:50
1237418;Name7418;FistName7418;2005-03-12;Ville24;Pays1;NS000007418;;+336##0169609;49;NomVoie947418;;#6694;Ville22;Pays2;2006-08-19 05:39:04;2006-08-19 05:39:04
1273345;Name43345;FistName43345;2011-11-18;Ville19;Pays3;NS000043345;;+336##0887035;61;NomVoie1243345;;#7189;Ville1;Pays1;2014-09-05 04:30:03;2014-09-05 04:30:03
1243350;Name13350;FistName13350;1955-03-24;Ville23;Pays2;NS000013350;;+336##0798361;0;NomVoie813350;;#4025;Ville6;Pays2;2010-02-22 17:16:32;2010-02-22 17:16:32
1264524;Name34524;FistName34524;2016-06-12;Ville18;Pays2;NS000034524;;+336##0539285;38;NomVoie5634524;;#3833;Ville10;Pays2;2014-03-17 01:59:15;2014-03-17 01:59:15
1278456;Name48456;FistName48456;1959-09-26;Ville7;Pays1;NS000048456;;+336##0691243;55;NomVoie7048456;;#3589;Ville21;Pays3;1999-09-08 12:17:15;1999-09-08 12:17:15
1250507;Name20507;FistName20507;1991-09-23;Ville21;Pays2;NS000020507;;+336##0549319;25;NomVoie4620507;;#6485;Ville11;Pays1;2001-04-08 12:01:44;2001-04-08 12:01:44
1260964;Name30964;FistName30964;1960-05-22;Ville25;Pays1;NS000030964;;+336##0099056;29;NomVoie3230964;;#0889;Ville13;Pays1;2010-04-27 19:34:19;2010-04-27 19:34:19
1251289;Name21289;FistName21289;1986-04-13;Ville7;Pays2;NS000021289;;+336##0721546;20;NomVoie021289;;#8098;Ville16;Pays1;2017-04-21 08:33:49;2017-04-21 08:33:49
1269566;Name39566;FistName39566;2001-02-25;Ville13;Pays2;NS000039566;;+336##0099526;76;NomVoie6139566;;#2532;Ville5;Pays4;2015-08-14 09:47:36;2015-08-14 09:47:36
1270076;Name40076;FistName40076;1944-10-12;Ville6;Pays1;NS000040076;;+336##0703455;35;NomVoie840076;;#9775;Ville15;Pays1;2009-03-18 10:09:37;2009-03-18 10:09:37
1242930;Name12930;FistName12930;1935-03-27;Ville11;Pays1;NS000012930;;+336##0375430;27;NomVoie3212930;;#2955;Ville14;Pays3;2022-07-24 11:14:30;2022-07-24 11:14:30
1231433;Name1433;FistName1433;1937-04-24;Ville2;Pays2;NS000001433;;+336##0377545;23;NomVoie271433;;#9101;Ville8;Pays2;2006-04-09 06:10:04;2006-04-09 06:10:04
1267152;Name37152;FistName37152;1967-07-22;Ville23;Pays2;NS000037152;;+336##0560479;3;NomVoie6037152;;#0573;Ville19;Pays2;2023-09-20 10:14:03;2023-09-20 10:14:03
1243033;Name13033;FistName13033;1971-03-10;Ville10;Pays3;NS000013033;;+336##0355935;98;NomVoie5113033;;#1820;Ville24;Pays2;2017-08-25 22:47:20;2017-08-25 22:47:20
1240797;Name10797;FistName10797;2001-04-01;Ville10;Pays3;NS000010797;;+336##0990698;97;NomVoie1710797;;#5694;Ville19;Pays1;2021-10-22 19:39:15;2021-10-22 19:39:15
1254978;Name24978;FistName24978;1943-10-06;Ville19;Pays1;NS000024978;;+336##0139729;68;NomVoie7824978;;#3428;Ville9;Pays1;2014-06-14 22:04:39;2014-06-14 22:04:39
1258768;Name28768;FistName28768;1935-06-13;Ville5;Pays1;NS000028768;;+336##0943670;87;NomVoie2528768;;#7983;Ville25;Pays1;2022-05-18 18:28:11;2022-05-18 18:28:11
1240961;Name10961;FistName10961;1954-09-02;Ville2;Pays4;NS000010961;;+336##0859275;54;NomVoie2010961;;#0195;Ville20;Pays2;2009-08-15 16:31:17;2009-08-15 16:31:17
1262745;Name32745;FistName32745;1930-10-18;Ville25;Pays2;NS000032745;;+336##0934760;54;NomVoie2232745;;#1579;Ville25;Pays1;2012-09-02 19:59:20;2012-09-02 19:59:20
1276836;Name46836;FistName46836;1986-06-04;Ville8;Pays3;NS000046836;;+336##0874152;79;NomVoie246836;;#7626;Ville1;Pays3;2017-07-22 08:33:39;2017-07-22 08:33:39
1230865;Name865;FistName865;1972-07-17;Ville9;Pays1;NS000000865;;+336##0796531;92;NomVoie78865;;#3714;Ville4;Pays2;2012-06-08 09:02:30;2012-06-08 09:02:30
1270878;Name40878;FistName40878;1968-05-26;Ville25;Pays3;NS000040878;;+336##0609315;52;NomVoie9540878;;#5882;Ville4;Pays1;2007-06-07 22:39:12;2007-06-07 22:39:12
1273769;Name43769;FistName43769;1980-11-25;Ville18;Pays3;NS000043769;;+336##0935121;24;NomVoie2043769;;#8271;Ville8;Pays1;2006-08-18 13:45:34;2006-08-18 13:45:34
1231289;Name1289;FistName1289;2005-07-05;Ville11;Pays1;NS000001289;;+336##0143502;11;NomVoie571289;;#5469;Ville1;Pays2;2020-06-21 21:07:55;2020-06-21 21:07:55
1254906;Name24906;FistName24906;1957-02-06;Ville12;Pays2;NS000024906;;+336##0060181;58;NomVoie7724906;;#4734;Ville25;Pays2;2003-05-25 11:12:56;2003-05-25 11:12:56
1273440;Name43440;FistName43440;1959-01-12;Ville19;Pays2;NS000043440;;+336##0044642;33;NomVoie5643440;;#4483;Ville21;Pays1;2021-10-15 06:55:58;2021-10-15 06:55:58
1263891;Name33891;FistName33891;1947-03-11;Ville8;Pays1;NS000033891;;+336##0851519;15;NomVoie2633891;;#5669;Ville25;Pays2;2013-01-17 15:20:34;2013-01-17 15:20:34
1247866;Name17866;FistName17866;1937-09-19;Ville10;Pays1;NS000017866;;+336##0993440;8;NomVoie5017866;;#0480;Ville2;Pays3;2021-03-17 01:39:41;2021-03-17 01:39:41
1230650;Name650;FistName650;1964-03-11;Ville4;Pays5;NS000000650;;+336##0543935;75;NomVoie92650;;#3287;Ville14;Pays1;2011-02-19 21:46:51;2011-02-19 21:46:51
1240525;Name10525;FistName10525;1975-06-19;Ville16;Pays2;NS000010525;;+336##0541053;6;NomVoie4710525;;#6369;Ville18;Pays2;2002-09-24 19:21:55;2002-09-24 19:21:55
1238041;Name8041;FistName8041;1977-03-02;Ville10;Pays1;NS000008041;;+336##0072022;15;NomVoie198041;;#2101;Ville16;Pays2;2004-04-12 22:18:09;2004-04-12 22:18:09
1252257;Name22257;FistName22257;1979-08-18;Ville3;Pays1;NS000022257;;+336##0229972;72;NomVoie5622257;;#3612;Ville12;Pays1;2011-07-26 08:21:58;2011-07-26 08:21:58
1268726;Name38726;FistName38726;1937-05-02;Ville5;Pays2;NS000038726;;+336##0951906;13;NomVoie6138726;;#7943;Ville1;Pays3;2017-05-06 05:50:49;2017-05-06 05:50:49
1257642;Name27642;FistName27642;1936-02-21;Ville4;Pays2;NS000027642;;+336##0477358;92;NomVoie9927642;;#6784;Ville13;Pays2;2009-01-18 15:58:45;2009-01-18 15:58:45
1278733;Name48733;FistName48733;1972-04-12;Ville1;Pays2;NS000048733;;+336##0968010;72;NomVoie7448733;;#1425;Ville18;Pays5;2000-02-15 07:24:51;2000-02-15 07:24:51
1244930;Name14930;FistName14930;1983-07-06;Ville17;Pays2;NS000014930;;+336##0978631;51;NomVoie4114930;;#3103;Ville3;Pays1;2015-03-14 15:03:09;2015-03-14 15:03:09
1274136;Name44136;FistName44136;1949-10-16;Ville16;Pays1;NS000044136;;+336##0445982;22;NomVoie3144136;;#4251;Ville6;Pays2;2020-02-16 06:37:20;2020-02-16 06:37:20
1246742;Name16742;FistName16742;2016-09-16;Ville14;Pays3;NS000016742;;+336##0581328;51;NomVoie3316742;;#9097;Ville7;Pays4;1997-06-27 14:27:06;1997-06-27 14:27:06
1273745;Name43745;FistName43745;2015-03-18;Ville5;Pays1;NS000043745;;+336##0011142;19;NomVoie8843745;;#2583;Ville20;Pays1;2014-06-27 23:57:16;2014-06-27 23:57:16
1274087;Name44087;FistName44087;1945-04-20;Ville19;Pays1;NS000044087;;+336##0992535;51;NomVoie6044087;;#5698;Ville8;Pays2;2007-04-13 09:02:26;2007-04-13 09:02:26
1232266;Name2266;FistName2266;2014-10-07;Ville21;Pays1;NS000002266;;+336##0187861;63;NomVoie452266;;#6413;Ville14;Pays3;2006-01-19 14:36:59;2006-01-19 14:36:59
1262598;Name32598;FistName32598;1946-06-20;Ville21;Pays1;NS000032598;;+336##0215093;45;NomVoie8332598;;#9718;Ville14;Pays2;2005-10-06 13:16:02;2005-10-06 13:16:02
1254982;Name24982;FistName24982;1961-07-08;Ville10;Pays4;NS000024982;;+336##0098588;60;NomVoie8924982;;#4510;Ville14;Pays1;2021-07-04 23:23:29;2021-07-04 23:23:29
1237002;Name7002;FistName7002;2012-11-15;Ville22;Pays2;NS000007002;;+336##0727348;73;NomVoie767002;;#9870;Ville19;Pays2;1998-01-23 06:08:15;1998-01-23 06:08:15
1274991;Name44991;FistName44991;1970-01-04;Ville10;Pays2;NS000044991;;+336##0658756;19;NomVoie7644991;;#1134;Ville23;Pays2;2002-09-04 09:52:42;2002-09-04 09:52:42
1263688;Name33688;FistName33688;1937-02-21;Ville22;Pays1;NS000033688;;+336##0249135;55;NomVoie9933688;;#7159;Ville4;Pays2;2001-01-17 09:44:46;2001-01-17 09:44:46
1262640;Name32640;FistName32640;2016-01-18;Ville15;Pays3;NS000032640;;+336##0483077;35;NomVoie2032640;;#1707;Ville18;Pays1;2007-11-11 21:45:11;2007-11-11 21:45:11
1276829;Name46829;FistName46829;1997-11-15;Ville19;Pays2;NS000046829;;+336##0562999;96;NomVoie1146829;;#7349;Ville14;Pays3;2015-07-22 19:54:50;2015-07-22 19:54:50
1275858;Name45858;FistName45858;1930-05-10;Ville24;Pays2;NS000045858;;+336##0675300;78;NomVoie5545858;;#1745;Ville21;Pays1;2007-04-18 06:18:03;2007-04-18 06:18:03
1238615;Name8615;FistName8615;1970-03-18;Ville12;Pays2;NS000008615;;+336##0772472;53;NomVoie138615;;#3802;Ville9;Pays1;2001-01-26 18:31:20;2001-01-26 18:31:20
1272716;Name42716;FistName42716;1971-07-03;Ville23;Pays2;NS000042716;;+336##0869171;20;NomVoie942716;;#1556;Ville3;Pays2;2023-11-11 22:51:13;2023-11-11 22:51:13
1230999;Name999;FistName999;1954-11-27;Ville1;Pays1;NS000000999;;+336##0242253;36;NomVoie69999;;#4880;Ville13;Pays3;2005-01-20 08:39:01;2005-01-20 08:39:01
1265051;Name35051;FistName35051;1935-09-16;Ville17;Pays4;NS000035051;;+336##0457895;52;NomVoie435051;;#2943;Ville7;Pays1;2022-06-09 11:56:06;2022-06-09 11:56:06
1236220;Name6220;FistName6220;1943-07-07;Ville15;Pays2;NS000006220;;+336##0469264;25;NomVoie376220;;#6550;Ville24;Pays1;2022-08-04 14:31:48;2022-08-04 14:31:48
1245860;Name15860;FistName15860;1974-06-13;Ville13;Pays2;NS000015860;;+336##0372626;39;NomVoie2915860;;#7539;Ville2;Pays1;2003-10-06 15:40:24;2003-10-06 15:40:24
1273972;Name43972;FistName43972;1992-07-11;Ville2;Pays1;NS000043972;;+336##0203096;36;NomVoie9143972;;#7940;Ville3;Pays4;2007-02-05 14:03:38;2007-02-05 14:03:38
1235757;Name5757;FistName5757;1948-03-11;Ville20;Pays3;NS000005757;;+336##0566933;14;NomVoie155757;;#5899;Ville6;Pays2;2001-06-18 16:31:39;2001-06-18 16:31:39
1263802;Name33802;FistName33802;1984-11-02;Ville16;Pays1;NS000033802;;+336##0948651;80;NomVoie6633802;;#3544;Ville21;Pays2;2018-03-15 14:41:22;2018-03-15 14:41:22
1231918;Name1918;FistName1918;2015-03-02;Ville7;Pays2;NS000001918;;+336##0383058;11;NomVoie141918;;#4425;Ville2;Pays2;2022-11-04 02:49:34;2022-11-04 02:49:34
1230997;Name997;FistName997;1932-04-07;Ville6;Pays2;NS000000997;;+336##0242099;37;NomVoie81997;;#5674;Ville21;Pays1;2018-11-24 07:50:10;2018-11-24 07:50:10
1248060;Name18060;FistName18060;2010-04-01;Ville5;Pays2;NS000018060;;+336##0608761;50;NomVoie8018060;;#1074;Ville18;Pays1;2005-03-16 17:38:54;2005-03-16 17:38:54
1268456;Name38456;FistName38456;1947-10-10;Ville22;Pays1;NS000038456;;+336##0403416;77;NomVoie3838456;;#1715;Ville7;Pays2;2016-08-15 21:43:46;2016-08-15 21:43:46
1262438;Name32438;FistName32438;1932-09-15;Ville6;Pays1;NS000032438;;+336##0028923;1;NomVoie3532438;;#7761;Ville9;Pays1;2021-04-09 13:26:52;2021-04-09 13:26:52
1274047;Name44047;FistName44047;1971-03-23;Ville22;Pays1;NS000044047;;+336##0332165;94;NomVoie6444047;;#7194;Ville17;Pays3;2003-09-24 07:13:52;2003-09-24 07:13:52
1263238;Name33238;FistName33238;1977-09-07;Ville8;Pays2;NS000033238;;+336##0800296;19;NomVoie6133238;;#2574;Ville5;Pays3;2023-03-03 11:58:44;2023-03-03 11:58:44
1239857;Name9857;FistName9857;1962-02-04;Ville18;Pays1;NS000009857;;+336##0516834;74;NomVoie49857;;#7127;Ville1;Pays4;2001-04-06 03:40:47;2001-04-06 03:40:47
1277457;Name47457;FistName47457;1941-08-06;Ville10;Pays2;NS000047457;;+336##0307537;28;NomVoie6347457;;#9605;Ville21;Pays3;2010-05-23 20:33:45;2010-05-23 20:33:45
1230910;Name910;FistName910;1976-06-11;Ville20;Pays3;NS000000910;;+336##0046813;5;NomVoie86910;;#9717;Ville8;Pays1;2007-04-10 21:34:57;2007-04-10 21:34:57
1248211;Name18211;FistName18211;2016-05-26;Ville25;Pays1;NS000018211;;+336##0997256;4;NomVoie4618211;;#3391;Ville23;Pays4;2020-01-26 05:42:42;2020-01-26 05:42:42
1267681;Name37681;FistName37681;1955-04-05;Ville3;Pays1;NS000037681;;+336##0950752;16;NomVoie937681;;#7385;Ville17;Pays1;2010-05-14 10:50:11;2010-05-14 10:50:11
1255305;Name25305;FistName25305;1978-09-25;Ville22;Pays1;NS000025305;;+336##0277070;97;NomVoie2625305;;#3199;Ville20;Pays3;2000-07-02 09:45:33;2000-07-02 09:45:33
1262195;Name32195;FistName32195;1962-01-06;Ville10;Pays1;NS000032195;;+336##0593737;80;NomVoie6732195;;#1328;Ville24;Pays2;1998-09-04 17:18:44;1998-09-04 17:18:44
1263521;Name33521;FistName33521;2010-11-22;Ville2;Pays1;NS000033521;;+336##0577155;12;NomVoie1133521;;#6399;Ville25;Pays1;2011-06-20 15:38:46;2011-06-20 15:38:46
1258911;Name28911;FistName28911;1988-03-16;Ville15;Pays2;NS000028911;;+336##0642024;54;NomVoie928911;;#2551;Ville1;Pays1;2017-06-15 08:33:29;2017-06-15 08:33:29
1236813;Name6813;FistName6813;1979-06-21;Ville25;Pays2;NS000006813;;+336##0635447;51;NomVoie636813;;#2877;Ville18;Pays4;2020-06-16 11:37:59;2020-06-16 11:37:59
1263724;Name33724;FistName33724;1996-07-08;Ville9;Pays3;NS000033724;;+336##0392600;55;NomVoie8533724;;#1692;Ville18;Pays2;1997-08-11 04:04:19;1997-08-11 04:04:19
1254998;Name24998;FistName24998;1952-05-05;Ville25;Pays1;NS000024998;;+336##0679296;41;NomVoie624998;;#2438;Ville9;Pays2;2008-02-08 01:35:47;2008-02-08 01:35:47
1257613;Name27613;FistName27613;2010-02-10;Ville7;Pays1;NS000027613;;+336##0088667;35;NomVoie6627613;;#7273;Ville14;Pays2;2018-07-02 09:13:03;2018-07-02 09:13:03
1233199;Name3199;FistName3199;2007-05-26;Ville11;Pays1;NS000003199;;+336##0257954;25;NomVoie353199;;#0319;Ville21;Pays3;2015-07-18 03:04:11;2015-07-18 03:04:11
1255491;Name25491;FistName25491;1965-05-18;Ville11;Pays1;NS000025491;;+336##0594165;48;NomVoie025491;;#6841;Ville4;Pays2;2005-03-21 20:07:16;2005-03-21 20:07:16
1278053;Name48053;FistName48053;1948-04-17;Ville23;Pays1;NS000048053;;+336##0938652;14;NomVoie3648053;;#5779;Ville2;Pays2;2001-05-07 13:41:34;2001-05-07 13:41:34
1270470;Name40470;FistName40470;1946-02-15;Ville4;Pays1;NS000040470;;+336##0952444;20;NomVoie2940470;;#5972;Ville13;Pays2;2011-01-21 19:27:39;2011-01-21 19:27:39
1270153;Name40153;FistName40153;2016-10-11;Ville16;Pays1;NS000040153;;+336##0470280;8;NomVoie5740153;;#4120;Ville22;Pays1;2017-08-25 03:29:41;2017-08-25 03:29:41
1265772;Name35772;FistName35772;1958-02-18;Ville15;Pays3;NS000035772;;+336##0027491;15;NomVoie5235772;;#2490;Ville11;Pays1;2017-11-24 03:26:17;2017-11-24 03:26:17
1249593;Name19593;FistName19593;1967-02-15;Ville4;Pays2;NS000019593;;+336##0101571;36;NomVoie5719593;;#5214;Ville13;Pays2;1998-09-25 08:09:28;1998-09-25 08:09:28
1232281;Name2281;FistName2281;1930-09-08;Ville17;Pays1;NS000002281;;+336##0117625;14;NomVoie102281;;#8616;Ville4;Pays3;2019-11-16 05:36:39;2019-11-16 05:36:39
