ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
1261407;Name31407;FistName31407;1991-11-05;Ville20;Pays3;NS000031407;;+336##0439449;21;NomVoie9231407;;#7459;Ville19;Pays2;1998-11-05 19:31:47;1998-11-05 19:31:47
1242651;Name12651;FistName12651;1987-06-13;Ville10;Pays3;NS000012651;;+336##0733170;80;NomVoie9612651;;#5721;Ville16;Pays4;1999-02-17 04:14:45;1999-02-17 04:14:45
1274509;Name44509;FistName44509;2008-09-06;Ville21;Pays3;NS000044509;;+336##0468409;79;NomVoie5544509;;#9313;Ville22;Pays2;2012-07-09 21:03:48;2012-07-09 21:03:48
1273872;Name43872;FistName43872;1995-07-22;Ville21;Pays1;NS000043872;;+336##0787210;19;NomVoie4443872;;#2618;Ville13;Pays2;2014-02-23 03:48:57;2014-02-23 03:48:57
1262192;Name32192;FistName32192;1991-03-19;Ville25;Pays2;NS000032192;;+336##0642684;26;NomVoie2232192;;#9853;Ville24;Pays1;2004-09-08 12:10:52;2004-09-08 12:10:52
1232325;Name2325;FistName2325;1932-04-09;Ville15;Pays1;NS000002325;;+336##0134585;61;NomVoie962325;;#9157;Ville19;Pays1;1999-01-24 01:18:54;1999-01-24 01:18:54
1266249;Name36249;FistName36249;1979-07-02;Ville12;Pays1;NS000036249;;+336##0993118;59;NomVoie6536249;;#4176;Ville9;Pays2;2010-07-27 09:36:02;2010-07-27 09:36:02
1258577;Name28577;FistName28577;1959-10-22;Ville22;Pays2;NS000028577;;+336##0315229;28;NomVoie2628577;;#1187;Ville21;Pays2;2014-06-10 14:10:19;2014-06-10 14:10:19
1236678;Name6678;FistName6678;1983-03-11;Ville5;Pays1;NS000006678;;+336##0359857;39;NomVoie436678;;#8136;Ville20;Pays1;2018-10-09 04:14:58;2018-10-09 04:14:58
1255680;Name25680;FistName25680;1988-05-17;Ville3;Pays2;NS000025680;;+336##0334448;88;NomVoie1325680;;#9967;Ville20;Pays1;2021-09-24 22:27:06;2021-09-24 22:27:06
1251909;Name21909;FistName21909;1930-02-01;Ville19;Pays2;NS000021909;;+336##0724087;29;NomVoie1521909;;#9899;Ville24;Pays1;1997-06-14 19:12:43;1997-06-14 19:12:43
1237742;Name7742;FistName7742;1963-04-04;Ville5;Pays1;NS000007742;;+336##0553745;72;NomVoie217742;;#3431;Ville25;Pays1;2013-07-24 16:33:43;2013-07-24 16:33:43
1243748;Name13748;FistName13748;1977-04-22;Ville2;Pays1;NS000013748;;+336##0818852;50;NomVoie6113748;;#5813;Ville4;Pays1;2005-01-16 11:05:06;2005-01-16 11:05:06
1259582;Name29582;FistName29582;1997-07-01;Ville5;Pays2;NS000029582;;+336##0944016;88;NomVoie5429582;;#9777;Ville13;Pays3;2008-01-02 06:47:37;2008-01-02 06:47:37
1268094;Name38094;FistName38094;1978-06-23;Ville25;Pays3;NS000038094;;+336##0610754;31;NomVoie7038094;;#4587;Ville21;Pays2;2023-04-07 05:41:18;2023-04-07 05:41:18
1235857;Name5857;FistName5857;2015-01-09;Ville4;Pays4;NS000005857;;+336##0700150;78;NomVoie465857;;#1662;Ville7;Pays1;2014-07-08 20:17:30;2014-07-08 20:17:30
1260318;Name30318;FistName30318;1942-10-09;Ville21;Pays2;NS000030318;;+336##0685297;77;NomVoie4630318;;#2754;Ville4;Pays1;2023-01-06 16:28:26;2023-01-06 16:28:26
1230003;Name3;FistName3;1990-02-09;Ville2;Pays4;NS000000003;;+336##0458460;62;NomVoie593;;#0526;Ville3;Pays3;2017-07-24 04:04:57;2017-07-24 04:04:57
1274190;Name44190;FistName44190;1964-06-23;Ville15;Pays2;NS000044190;;+336##0489117;33;NomVoie1744190;;#7946;Ville25;Pays2;2019-04-04 20:42:36;2019-04-04 20:42:36
1270799;Name40799;FistName40799;1990-03-04;Ville24;Pays2;NS000040799;;+336##0974776;5;NomVoie2540799;;#8298;Ville9;Pays3;2012-05-03 09:26:03;2012-05-03 09:26:03
1255900;Name25900;FistName25900;2005-11-23;Ville23;Pays2;NS000025900;;+336##0239461;49;NomVoie7525900;;#8838;Ville17;Pays3;2019-05-16 14:55:10;2019-05-16 14:55:10
1273220;Name43220;FistName43220;1975-07-18;Ville23;Pays1;NS000043220;;+336##0384916;56;NomVoie7643220;;#0144;Ville3;Pays2;2003-05-14 14:30:04;2003-05-14 14:30:04
1236592;Name6592;FistName6592;1991-11-12;Ville21;Pays1;NS000006592;;+336##0804849;55;NomVoie456592;;#9662;Ville25;Pays2;2010-09-11 09:47:09;2010-09-11 09:47:09
1252438;Name22438;FistName22438;1992-06-26;Ville23;Pays4;NS000022438;;+336##0373102;68;NomVoie6022438;;#8841;Ville1;Pays3;2006-11-22 01:05:06;2006-11-22 01:05:06
1236027;Name6027;FistName6027;1995-03-11;Ville1;Pays4;NS000006027;;+336##0240093;67;NomVoie666027;;#3659;Ville5;Pays1;2011-08-07 10:24:40;2011-08-07 10:24:40
1268412;Name38412;FistName38412;1990-11-22;Ville3;Pays2;NS000038412;;+336##0383153;93;NomVoie738412;;#3221;Ville4;Pays1;2022-02-15 18:13:06;2022-02-15 18:13:06
1232345;Name2345;FistName2345;1977-01-27;Ville16;Pays2;NS000002345;;+336##0190144;13;NomVoie322345;;#8078;Ville15;Pays1;1998-03-25 13:35:50;1998-03-25 13:35:50
1244242;Name14242;FistName14242;1933-09-01;Ville22;Pays2;NS000014242;;+336##0537912;7;NomVoie8014242;;#3038;Ville13;Pays1;2016-08-13 17:48:35;2016-08-13 17:48:35
1230232;Name232;FistName232;1931-07-16;Ville20;Pays5;NS000000232;;+336##0667917;94;NomVoie47232;;#2972;Ville17;Pays1;2014-04-16 11:39:36;2014-04-16 11:39:36
1262103;Name32103;FistName32103;1938-07-03;Ville16;Pays3;NS000032103;;+336##0217715;61;NomVoie6332103;;#0640;Ville17;Pays2;2012-09-03 23:48:50;2012-09-03 23:48:50
1243039;Name13039;FistName13039;1976-01-15;Ville11;Pays1;NS000013039;;+336##0737463;46;NomVoie4713039;;#5644;Ville23;Pays1;2013-02-25 07:06:23;2013-02-25 07:06:23
1258123;Name28123;FistName28123;1970-06-02;Ville5;Pays1;NS000028123;;+336##0261390;48;NomVoie3228123;;#6858;Ville22;Pays1;2022-02-27 02:23:58;2022-02-27 02:23:58
1271238;Name41238;FistName41238;1970-11-07;Ville7;Pays2;NS000041238;;+336##0136508;85;NomVoie8141238;;#7556;Ville22;Pays1;1998-06-13 16:07:03;1998-06-13 16:07:03
1258556;Name28556;FistName28556;1980-01-25;Ville1;Pays2;NS000028556;;+336##0369024;43;NomVoie7728556;;#9847;Ville22;Pays1;2004-10-04 16:43:33;2004-10-04 16:43:33
1276782;Name46782;FistName46782;1949-04-06;Ville16;Pays2;NS000046782;;+336##0343452;88;NomVoie4446782;;#9732;Ville16;Pays2;2007-06-13 15:16:08;2007-06-13 15:16:08
1251023;Name21023;FistName21023;1974-01-07;Ville9;Pays1;NS000021023;;+336##0304101;86;NomVoie7121023;;#6279;Ville17;Pays2;2016-09-25 06:22:01;2016-09-25 06:22:01
1267109;Name37109;FistName37109;1941-02-07;Ville11;Pays1;NS000037109;;+336##0352287;59;NomVoie3137109;;#7688;Ville21;Pays1;2001-08-18 17:21:52;2001-08-18 17:21:52
1253747;Name23747;FistName23747;1981-04-19;Ville7;Pays2;NS000023747;;+336##0894939;3;NomVoie3023747;;#2541;Ville7;Pays3;2005-09-13 20:29:09;2005-09-13 20:29:09
1265537;Name35537;FistName35537;1982-03-18;Ville16;Pays2;NS000035537;;+336##0772643;64;NomVoie9135537;;#9871;Ville6;Pays3;1997-01-18 03:48:59;1997-01-18 03:48:59
1249445;Name19445;FistName19445;2006-04-10;Ville1;Pays3;NS000019445;;+336##0530921;1;NomVoie6119445;;#4460;Ville18;Pays3;2002-05-04 07:48:09;2002-05-04 07:48:09
1237399;Name7399;FistName7399;1995-08-27;Ville17;Pays1;NS000007399;;+336##0810374;79;NomVoie917399;;#8811;Ville17;Pays4;2021-09-26 21:29:57;2021-09-26 21:29:57
1274532;Name44532;FistName44532;1972-05-10;Ville18;Pays2;NS000044532;;+336##0694348;73;NomVoie9244532;;#5727;Ville24;Pays2;2016-10-23 18:10:02;2016-10-23 18:10:02
1248617;Name18617;FistName18617;1962-06-16;Ville5;Pays3;NS000018617;;+336##0315594;96;NomVoie5318617;;#7562;Ville24;Pays3;2012-01-21 11:24:24;2012-01-21 11:24:24
1250402;Name20402;FistName20402;1970-03-23;Ville7;Pays1;NS000020402;;+336##0529752;53;NomVoie1420402;;#5117;Ville11;Pays1;2004-04-26 22:24:53;2004-04-26 22:24:53
1276123;Name46123;FistName46123;1946-08-27;Ville16;Pays3;NS000046123;;+336##0567960;92;NomVoie5646123;;#8047;Ville1;Pays4;1999-07-26 18:16:39;1999-07-26 18:16:39
1244789;Name14789;FistName14789;1975-08-20;Ville10;Pays3;NS000014789;;+336##0831716;86;NomVoie8314789;;#1992;Ville6;Pays2;1998-04-13 01:12:49;1998-04-13 01:12:49
1234057;Name4057;FistName4057;1965-04-24;Ville8;Pays3;NS000004057;;+336##0511067;74;NomVoie704057;;#5778;Ville19;Pays2;2001-11-03 22:53:51;2001-11-03 22:53:51
1273449;Name43449;FistName43449;1946-11-17;Ville12;Pays4;NS000043449;;+336##0466192;27;NomVoie8443449;;#7490;Ville19;Pays2;2004-01-24 22:04:47;2004-01-24 22:04:47
1258378;Name28378;FistName28378;1960-10-02;Ville10;Pays1;NS000028378;;+336##0659590;10;NomVoie4928378;;#2620;Ville24;Pays1;2016-09-03 14:23:39;2016-09-03 14:23:39
1267969;Name37969;FistName37969;1935-03-04;Ville3;Pays2;NS000037969;;+336##0639388;89;NomVoie7837969;;#1637;Ville12;Pays1;2013-06-15 02:58:14;2013-06-15 02:58:14
1243881;Name13881;FistName13881;1977-11-04;Ville12;Pays1;NS000013881;;+336##0907204;33;NomVoie5513881;;#7716;Ville1;Pays2;2004-10-23 01:12:38;2004-10-23 01:12:38
1254659;Name24659;FistName24659;1955-06-13;Ville12;Pays4;NS000024659;;+336##0715897;77;NomVoie1924659;;#0414;Ville21;Pays2;2004-06-16 14:38:14;2004-06-16 14:38:14
1265743;Name35743;FistName35743;1937-09-14;Ville19;Pays2;NS000035743;;+336##0862400;73;NomVoie2935743;;#4790;Ville24;Pays1;2009-08-06 01:16:03;2009-08-06 01:16:03
1267883;Name37883;FistName37883;2009-10-13;Ville25;Pays4;NS000037883;;+336##0853993;86;NomVoie8537883;;#4935;Ville23;Pays3;1998-06-15 17:28:14;1998-06-15 17:28:14
1269098;Name39098;FistName39098;1987-01-25;Ville16;Pays2;NS000039098;;+336##0829926;36;NomVoie2039098;;#6068;Ville4;Pays1;2021-06-03 03:34:24;2021-06-03 03:34:24
1233210;Name3210;FistName3210;1988-01-19;Ville7;Pays1;NS000003210;;+336##0650842;96;NomVoie373210;;#2522;Ville10;Pays3;2018-02-21 23:02:31;2018-02-21 23:02:31
1279695;Name49695;FistName49695;1940-04-24;Ville1;Pays4;NS000049695;;+336##0524851;98;NomVoie3049695;;#4534;Ville5;Pays2;2002-03-14 06:16:20;2002-03-14 06:16:20
1253037;Name23037;FistName23037;1948-02-12;Ville24;Pays2;NS000023037;;+336##0803436;79;NomVoie3923037;;#7014;Ville24;Pays2;1997-02-04 05:45:56;1997-02-04 05:45:56
1235126;Name5126;FistName5126;1944-08-25;Ville16;Pays2;NS000005126;;+336##0991229;39;NomVoie865126;;#9715;Ville25;Pays2;2014-07-14 05:24:22;2014-07-14 05:24:22
1259767;Name29767;FistName29767;1939-06-22;Ville25;Pays2;NS000029767;;+336##0918402;36;NomVoie7629767;;#1662;Ville25;Pays2;2022-07-23 09:47:06;2022-07-23 09:47:06
1274062;Name44062;FistName44062;1949-01-15;Ville1;Pays2;NS000044062;;+336##0076663;58;NomVoie2644062;;#4370;Ville1;Pays1;2011-08-17 12:31:39;2011-08-17 12:31:39
1273852;Name43852;FistName43852;1989-02-04;Ville2;Pays1;NS000043852;;+336##0585283;83;NomVoie6043852;;#2961;Ville18;Pays2;2021-01-11 10:25:38;2021-01-11 10:25:38
1231135;Name1135;FistName1135;1993-07-24;Ville22;Pays2;NS000001135;;+336##0009129;90;NomVoie51135;;#2552;Ville21;Pays4;2006-08-25 19:28:54;2006-08-25 19:28:54
1267085;Name37085;FistName37085;1997-02-06;Ville12;Pays1;NS000037085;;+336##0563793;50;NomVoie937085;;#4549;Ville1;Pays1;2006-08-17 03:57:05;2006-08-17 03:57:05
1255788;Name25788;FistName25788;1973-07-07;Ville17;Pays2;NS000025788;;+336##0598643;15;NomVoie5725788;;#6405;Ville8;Pays1;2006-03-22 03:43:44;2006-03-22 03:43:44
1241756;Name11756;FistName11756;2017-05-02;Ville12;Pays1;NS000011756;;+336##0554418;64;NomVoie9911756;;#1995;Ville2;Pays2;2016-06-07 09:08:50;2016-06-07 09:08:50
1268902;Name38902;FistName38902;1974-02-15;Ville10;Pays1;NS000038902;;+336##0005138;13;NomVoie7338902;;#7370;Ville1;Pays1;2003-04-15 15:17:37;2003-04-15 15:17:37
1242811;Name12811;FistName12811;1950-03-03;Ville10;Pays1;NS000012811;;+336##0960704;21;NomVoie1112811;;#3616;Ville7;Pays2;2010-04-27 15:43:23;2010-04-27 15:43:23
1263470;Name33470;FistName33470;2008-11-01;Ville24;Pays1;NS000033470;;+336##0052425;82;NomVoie4933470;;#6466;Ville24;Pays3;2011-06-01 21:55:03;2011-06-01 21:55:03
1274983;Name44983;FistName44983;1948-10-15;Ville11;Pays1;NS000044983;;+336##0108076;19;NomVoie9044983;;#5116;Ville17;Pays1;2013-02-15 21:40:07;2013-02-15 21:40:07
1267747;Name37747;FistName37747;1985-05-05;Ville15;Pays1;NS000037747;;+336##0362341;20;NomVoie2137747;;#8972;Ville9;Pays1;2017-10-03 19:50:54;2017-10-03 19:50:54
1241334;Name11334;FistName11334;1939-02-16;Ville1;Pays1;NS000011334;;+336##0316346;76;NomVoie2611334;;#5613;Ville19;Pays2;2020-02-07 16:48:01;2020-02-07 16:48:01
1258104;Name28104;FistName28104;2017-08-20;Ville1;Pays2;NS000028104;;+336##0269463;9;NomVoie9628104;;#1027;Ville20;Pays2;2006-09-23 03:52:42;2006-09-23 03:52:42
1238219;Name8219;FistName8219;2001-11-02;Ville11;Pays1;NS000008219;;+336##0785278;31;NomVoie188219;;#8271;Ville1;Pays2;2015-02-08 12:31:59;2015-02-08 12:31:59
1246326;Name16326;FistName16326;1975-05-18;Ville3;Pays3;NS000016326;;+336##0681309;23;NomVoie4216326;;#2532;Ville7;Pays2;2023-02-17 18:50:36;2023-02-17 18:50:36
1248051;Name18051;FistName18051;1936-01-01;Ville6;Pays3;NS000018051;;+336##0320600;74;NomVoie6018051;;#7111;Ville13;Pays4;2005-03-24 06:17:24;2005-03-24 06:17:24
1267539;Name37539;FistName37539;1973-05-10;Ville9;Pays2;NS000037539;;+336##0700527;60;NomVoie7737539;;#6906;Ville9;Pays3;1999-01-09 14:09:33;1999-01-09 14:09:33
1241096;Name11096;FistName11096;1964-09-16;Ville25;Pays2;NS000011096;;+336##0038642;56;NomVoie7611096;;#5558;Ville7;Pays1;2023-03-27 19:09:13;2023-03-27 19:09:13
1258348;Name28348;FistName28348;1974-07-19;Ville25;Pays3;NS000028348;;+336##0629784;77;NomVoie1728348;;#1703;Ville15;Pays2;2014-04-17 09:55:46;2014-04-17 09:55:46
1235112;Name5112;FistName5112;1967-04-05;Ville22;Pays3;NS000005112;;+336##0260465;34;NomVoie555112;;#9993;Ville18;Pays1;2016-06-10 11:54:18;2016-06-10 11:54:18
1230852;Name852;FistName852;1993-04-11;Ville24;Pays2;NS000000852;;+336##0779843;27;NomVoie17852;;#2085;Ville12;Pays2;2003-09-13 15:44:26;2003-09-13 15:44:26
1260425;Name30425;FistName30425;1994-03-06;Ville13;Pays2;NS000030425;;+336##0505942;59;NomVoie5630425;;#6032;Ville20;Pays2;2018-11-01 18:34:32;2018-11-01 18:34:32
1233567;Name3567;FistName3567;2009-02-18;Ville15;Pays2;NS000003567;;+336##0272271;67;NomVoie683567;;#0180;Ville24;Pays2;2014-09-10 19:51:26;2014-09-10 19:51:26
1271462;Name41462;FistName41462;1983-11-13;Ville3;Pays2;NS000041462;;+336##0655606;67;NomVoie441462;;#2379;Ville1;Pays1;2023-03-13 06:33:07;2023-03-13 06:33:07
1231142;Name1142;FistName1142;1972-01-19;Ville13;Pays1;NS000001142;;+336##0488793;46;NomVoie581142;;#9489;Ville5;Pays2;2023-10-24 07:32:12;2023-10-24 07:32:12
1249546;Name19546;FistName19546;1948-04-02;Ville21;Pays2;NS000019546;;+336##0386766;69;NomVoie2319546;;#8210;Ville24;Pays1;2005-07-09 04:41:07;2005-07-09 04:41:07
1232379;Name2379;FistName2379;1979-07-27;Ville13;Pays3;NS000002379;;+336##0370273;85;NomVoie372379;;#8065;Ville15;Pays1;2006-01-26 18:52:24;2006-01-26 18:52:24
1249600;Name19600;FistName19600;2002-04-19;Ville18;Pays4;NS000019600;;+336##0238859;99;NomVoie4319600;;#9610;Ville10;Pays1;2003-04-07 22:08:20;2003-04-07 22:08:20
1278611;Name48611;FistName48611;1995-07-01;Ville23;Pays1;NS000048611;;+336##0433500;12;NomVoie3048611;;#1575;Ville1;Pays1;2018-06-03 02:11:41;2018-06-03 02:11:41
1268905;Name38905;FistName38905;1987-10-21;Ville22;Pays1;NS000038905;;+336##0079383;43;NomVoie1038905;;#6524;Ville24;Pays3;2019-02-11 21:08:08;2019-02-11 21:08:08
1237838;Name7838;FistName7838;1959-06-18;Ville25;Pays5;NS000007838;;+336##0907187;24;NomVoie207838;;#2977;Ville13;Pays2;2020-09-05 04:39:48;2020-09-05 04:39:48
1243024;Name13024;FistName13024;1950-05-12;Ville7;Pays4;NS000013024;;+336##0270175;22;NomVoie1313024;;#4474;Ville3;Pays3;2013-10-16 05:46:31;2013-10-16 05:46:31
1265131;Name35131;FistName35131;1950-04-04;Ville4;Pays2;NS000035131;;+336##0517620;95;NomVoie2735131;;#4085;Ville12;Pays2;2011-01-20 11:03:11;2011-01-20 11:03:11
1272813;Name42813;FistName42813;1955-06-10;Ville10;Pays2;NS000042813;;+336##0795985;23;NomVoie2742813;;#3535;Ville18;Pays2;1999-06-04 10:06:11;1999-06-04 10:06:11
1241518;Name11518;FistName11518;1979-06-02;Ville20;Pays2;NS000011518;;+336##0343934;13;NomVoie5911518;;#0116;Ville1;Pays3;2016-10-08 22:02:12;2016-10-08 22:02:12
1249683;Name19683;FistName19683;1998-03-04;Ville15;Pays2;NS000019683;;+336##0108990;18;NomVoie8619683;;#7667;Ville18;Pays2;2014-06-10 04:58:48;2014-06-10 04:58:48
1243874;Name13874;FistName13874;1981-06-04;Ville19;Pays1;NS000013874;;+336##0358010;95;NomVoie9313874;;#4266;Ville7;Pays1;2008-09-18 11:08:57;2008-09-18 11:08:57
1257893;Name27893;FistName27893;2002-06-27;Ville18;Pays1;NS000027893;;+336##0118310;30;NomVoie4627893;;#7264;Ville12;Pays2;2003-06-04 15:14:13;2003-06-04 15:14:13
1261970;Name31970;FistName31970;1968-09-22;Ville25;Pays2;NS000031970;;+336##0676515;2;NomVoie4231970;;#4040;Ville20;Pays3;1998-05-06 03:57:30;1998-05-06 03:57:30
1237941;Name7941;FistName7941;2006-07-08;Ville20;Pays2;NS000007941;;+336##0212056;57;NomVoie327941;;#2207;Ville20;Pays2;1999-11-02 21:11:05;1999-11-02 21:11:05
1241889;Name11889;FistName11889;1944-05-18;Ville23;Pays1;NS000011889;;+336##0864113;84;NomVoie6411889;;#8056;Ville25;Pays1;2006-07-25 18:21:43;2006-07-25 18:21:43
1231566;Name1566;FistName1566;1979-02-17;Ville6;Pays1;NS000001566;;+336##0003038;62;NomVoie591566;;#3741;Ville24;Pays1;2020-08-17 04:18:50;2020-08-17 04:18:50
1273867;Name43867;FistName43867;1962-01-11;Ville25;Pays2;NS000043867;;+336##0599875;0;NomVoie5243867;;#7421;Ville24;Pays4;2009-09-16 03:40:11;2009-09-16 03:40:11
1258250;Name28250;FistName28250;1996-05-23;Ville18;Pays2;NS000028250;;+336##0127655;43;NomVoie8128250;;#0976;Ville9;Pays2;2007-02-26 07:17:28;2007-02-26 07:17:28
1266714;Name36714;FistName36714;1967-01-22;Ville7;Pays1;NS000036714;;+336##0819119;40;NomVoie9836714;;#9367;Ville18;Pays1;2017-09-12 20:54:51;2017-09-12 20:54:51
1240132;Name10132;FistName10132;2016-05-27;Ville13;Pays1;NS000010132;;+336##0189579;4;NomVoie6610132;;#6362;Ville24;Pays1;2007-07-14 02:34:10;2007-07-14 02:34:10
1247805;Name17805;FistName17805;2000-07-25;Ville21;Pays1;NS000017805;;+336##0030011;7;NomVoie2017805;;#5881;Ville3;Pays1;2020-04-18 16:02:17;2020-04-18 16:02:17
1245855;Name15855;FistName15855;2016-04-18;Ville14;Pays2;NS000015855;;+336##0432074;68;NomVoie4815855;;#8141;Ville1;Pays2;2023-03-19 01:17:48;2023-03-19 01:17:48
1257714;Name27714;FistName27714;1994-05-24;Ville21;Pays2;NS000027714;;+336##0363319;66;NomVoie5627714;;#9139;Ville2;Pays2;2004-07-04 13:02:23;2004-07-04 13:02:23
1271692;Name41692;FistName41692;1943-05-05;Ville11;Pays3;NS000041692;;+336##0531902;94;NomVoie141692;;#3666;Ville14;Pays5;2008-05-26 18:15:03;2008-05-26 18:15:03
1266121;Name36121;FistName36121;1971-04-17;Ville6;Pays2;NS000036121;;+336##0632675;45;NomVoie4736121;;#9160;Ville17;Pays1;2014-06-06 11:45:25;2014-06-06 11:45:25
1264269;Name34269;FistName34269;2005-11-17;Ville8;Pays5;NS000034269;;+336##0544335;31;NomVoie2834269;;#8351;Ville22;Pays1;2001-01-11 18:01:43;2001-01-11 18:01:43
1240218;Name10218;FistName10218;1980-11-06;Ville13;Pays1;NS000010218;;+336##0600954;93;NomVoie2710218;;#7169;Ville10;Pays2;2011-05-11 08:19:30;2011-05-11 08:19:30
1262031;Name32031;FistName32031;1990-05-19;Ville1;Pays2;NS000032031;;+336##0143418;17;NomVoie6032031;;#6096;Ville2;Pays3;2010-03-10 07:07:52;2010-03-10 07:07:52
1238168;Name8168;FistName8168;1958-02-24;Ville6;Pays1;NS000008168;;+336##0867346;65;NomVoie968168;;#1661;Ville22;Pays3;2001-11-02 16:17:45;2001-11-02 16:17:45
1240013;Name10013;FistName10013;1947-02-21;Ville23;Pays1;NS000010013;;+336##0035090;26;NomVoie6510013;;#9931;Ville22;Pays1;2007-01-08 19:45:48;2007-01-08 19:45:48
1271857;Name41857;FistName41857;1947-11-06;Ville9;Pays1;NS000041857;;+336##0645436;88;NomVoie5341857;;#0687;Ville6;Pays2;2010-02-11 01:52:45;2010-02-11 01:52:45
1247113;Name17113;FistName17113;1982-01-26;Ville21;Pays2;NS000017113;;+336##0310124;28;NomVoie3717113;;#2437;Ville2;Pays1;2021-01-13 06:32:09;2021-01-13 06:32:09
1258779;Name28779;FistName28779;1974-03-18;Ville23;Pays3;NS000028779;;+336##0309445;69;NomVoie1128779;;#4452;Ville8;Pays2;2017-03-26 16:53:58;2017-03-26 16:53:58
1231993;Name1993;FistName1993;1995-05-04;Ville24;Pays2;NS000001993;;+336##0100603;70;NomVoie981993;;#0485;Ville12;Pays1;2014-04-27 19:05:51;2014-04-27 19:05:51
1237871;Name7871;FistName7871;2003-07-01;Ville12;Pays2;NS000007871;;+336##0636997;24;NomVoie07871;;#1032;Ville4;Pays4;2014-01-23 05:28:41;2014-01-23 05:28:41
1235415;Name5415;FistName5415;1950-03-01;Ville20;Pays3;NS000005415;;+336##0045320;83;NomVoie755415;;#1896;Ville24;Pays1;2016-02-25 02:24:10;2016-02-25 02:24:10
1274063;Name44063;FistName44063;1951-06-26;Ville19;Pays1;NS000044063;;+336##0046667;39;NomVoie6944063;;#9809;Ville24;Pays4;2008-05-12 04:13:43;2008-05-12 04:13:43
1254265;Name24265;FistName24265;1956-08-17;Ville15;Pays4;NS000024265;;+336##0180481;52;NomVoie4524265;;#6394;Ville4;Pays1;2017-07-24 01:31:57;2017-07-24 01:31:57
